# %ECSV 0.9
# ---
# datatype:
# - {name: Name, datatype: string, description: Galaxy Name}
# - {name: r_arcs, unit: arcsec, datatype: float64, description: outer radius of ring in arcsec}
# - {name: r_kpc, unit: kpc, datatype: float64, format: 10.3f, description: outer radius of ring in kpc}
# - {name: r_r25, unit: '', datatype: float64, format: 10.3f, description: outer radius of ring as frac of opt radius}
# - {name: npix, datatype: int64, description: number of available pixels in the ring}
# - {name: ngood, datatype: int64, description: number of unmasked pixels in the ring}
# - {name: ico_avg, unit: K km / s, datatype: float64, format: 10.3f, description: average face-on intensity in ring if ngood/npix > 0.1
#     and setting blanks to zero}
# - {name: ico_rms, unit: K km / s, datatype: float32, description: rms face-on intensity in ring for unmasked pixels}
# - {name: detlim, unit: K km / s, datatype: float64, format: 10.3f, description: 3 sigma detection limit based on emom0max}
# - {name: sigmol, unit: solMass / pc2, datatype: float64, format: 10.3f, description: average face-on surface density including He with
#     alphaco=4.3}
# - {name: cumlum, unit: K km pc2 / s, datatype: float32, format: 10.4e, description: total CO luminosity within the given radius}
# - {name: cummass, unit: solMass, datatype: float32, format: 10.4e, description: total molecular gas mass within the given radius}
# delimiter: ','
# schema: astropy-2.0
Name,r_arcs,r_kpc,r_r25,npix,ngood,ico_avg,ico_rms,detlim,sigmol,cumlum,cummass
UGC04280,15.0,3.699,0.378,59,35,0.238,0.7426382,1.827,1.023,9.1491e+07,3.9341e+08
UGC04280,17.0,4.193,0.429,71,36,0.310,0.7691849,1.687,1.331,9.5704e+07,4.1153e+08
UGC04280,19.0,4.686,0.479,71,26,0.218,0.6025903,1.666,0.939,9.8676e+07,4.2431e+08
UGC04280,21.0,5.179,0.530,85,31,0.131,0.49905396,1.522,0.563,1.0081e+08,4.3348e+08
UGC04280,23.0,5.672,0.580,93,33,0.128,0.41554695,1.459,0.550,1.0309e+08,4.4328e+08
UGC04280,25.0,6.166,0.631,96,26,0.087,0.3631863,1.446,0.373,1.0469e+08,4.5016e+08
UGC04280,27.0,6.659,0.681,112,29,0.042,0.36562642,1.358,0.179,1.0558e+08,4.5399e+08
UGC04280,29.0,7.152,0.732,116,30,0.025,0.4107751,1.356,0.109,1.0614e+08,4.5642e+08
UGC04280,31.0,7.645,0.782,117,21,-0.001,0.19890645,1.383,-0.005,1.0612e+08,4.5630e+08
UGC04280,33.0,8.139,0.833,139,32,0.022,0.34123656,1.278,0.096,1.0671e+08,4.5886e+08
UGC04280,35.0,8.632,0.883,134,21,-0.008,0.20362787,1.346,-0.035,1.0650e+08,4.5796e+08
UGC04280,37.0,9.125,0.933,147,15,0.019,0.20310313,1.316,0.080,1.0703e+08,4.6021e+08
UGC04280,39.0,9.618,0.984,162,20,-0.014,0.21287706,1.272,-0.060,1.0659e+08,4.5833e+08
UGC04280,41.0,10.112,1.034,162,6,nan,nan,1.330,nan,1.0659e+08,4.5833e+08
UGC04280,43.0,10.605,1.085,164,10,nan,nan,1.349,nan,1.0659e+08,4.5833e+08
UGC04280,45.0,11.098,1.135,187,5,nan,nan,1.294,nan,1.0659e+08,4.5833e+08
UGC04280,47.0,11.591,1.186,185,4,nan,nan,1.368,nan,1.0659e+08,4.5833e+08
UGC04280,49.0,12.085,1.236,195,5,nan,nan,1.376,nan,1.0659e+08,4.5833e+08
UGC04461,1.0,0.350,0.024,5,5,15.021,1.1180718,7.287,64.590,2.7088e+07,1.1648e+08
UGC04461,3.0,1.051,0.072,13,13,11.288,2.9553869,4.502,48.538,8.0013e+07,3.4406e+08
UGC04461,5.0,1.752,0.121,20,20,7.400,3.3312104,3.591,31.820,1.3339e+08,5.7359e+08
UGC04461,7.0,2.453,0.169,32,32,4.773,2.8159447,2.789,20.523,1.8848e+08,8.1045e+08
UGC04461,9.0,3.153,0.217,39,39,3.562,2.1237562,2.456,15.318,2.3858e+08,1.0259e+09
UGC04461,11.0,3.854,0.266,48,48,2.339,1.6417737,2.100,10.056,2.7907e+08,1.2000e+09
UGC04461,13.0,4.555,0.314,54,54,2.111,1.2501843,1.963,9.077,3.2018e+08,1.3768e+09
UGC04461,15.0,5.256,0.362,68,68,1.888,1.0835472,1.722,8.119,3.6649e+08,1.5759e+09
UGC04461,17.0,5.956,0.411,68,68,1.437,0.9962019,1.711,6.179,4.0173e+08,1.7274e+09
UGC04461,19.0,6.657,0.459,83,82,0.787,0.8555434,1.549,3.385,4.2530e+08,1.8288e+09
UGC04461,21.0,7.358,0.507,85,71,0.228,0.84198684,1.528,0.979,4.3228e+08,1.8588e+09
UGC04461,23.0,8.059,0.555,101,67,-0.016,0.8108673,1.406,-0.069,4.3169e+08,1.8563e+09
UGC04461,25.0,8.759,0.604,106,59,-0.005,0.68023175,1.381,-0.022,4.3150e+08,1.8555e+09
UGC04461,27.0,9.460,0.652,114,51,-0.068,0.5972168,1.347,-0.294,4.2869e+08,1.8434e+09
UGC04461,29.0,10.161,0.700,128,43,-0.027,0.54741544,1.287,-0.117,4.2744e+08,1.8380e+09
UGC04461,31.0,10.862,0.749,130,38,-0.032,0.55885714,1.296,-0.137,4.2594e+08,1.8315e+09
UGC04461,33.0,11.562,0.797,139,27,-0.006,0.394557,1.281,-0.024,4.2566e+08,1.8303e+09
UGC04461,35.0,12.263,0.845,150,18,-0.027,0.27042025,1.260,-0.117,4.2420e+08,1.8240e+09
UGC04461,37.0,12.964,0.893,154,10,nan,nan,1.277,nan,4.2420e+08,1.8240e+09
UGC04461,39.0,13.665,0.942,169,8,nan,nan,1.249,nan,4.2420e+08,1.8240e+09
UGC04461,41.0,14.365,0.990,180,8,nan,nan,1.247,nan,4.2420e+08,1.8240e+09
UGC04461,43.0,15.066,1.038,182,8,nan,nan,1.274,nan,4.2420e+08,1.8240e+09
UGC04461,45.0,15.767,1.087,191,8,nan,nan,1.288,nan,4.2420e+08,1.8240e+09
UGC04461,47.0,16.468,1.135,203,7,nan,nan,1.287,nan,4.2420e+08,1.8240e+09
UGC04461,49.0,17.168,1.183,207,8,nan,nan,1.331,nan,4.2420e+08,1.8240e+09
UGC04461,51.0,17.869,1.232,216,7,nan,nan,1.352,nan,4.2420e+08,1.8240e+09
UGC04461,53.0,18.570,1.280,234,6,nan,nan,1.385,nan,4.2420e+08,1.8240e+09
UGC04461,55.0,19.271,1.328,233,5,nan,nan,1.422,nan,4.2420e+08,1.8240e+09
UGC04461,57.0,19.972,1.376,247,4,nan,nan,1.432,nan,4.2420e+08,1.8240e+09
UGC04461,59.0,20.672,1.425,254,3,nan,nan,1.451,nan,4.2420e+08,1.8240e+09
UGC04461,61.0,21.373,1.473,263,2,nan,nan,1.481,nan,4.2420e+08,1.8240e+09
UGC05108,1.0,0.574,0.030,5,5,25.440,2.0609965,8.369,109.393,1.0347e+08,4.4491e+08
UGC05108,3.0,1.722,0.091,15,15,18.251,5.5529175,4.864,78.479,3.2616e+08,1.4025e+09
UGC05108,5.0,2.870,0.152,28,28,9.638,5.9151206,3.543,41.442,5.4566e+08,2.3463e+09
UGC05108,7.0,4.018,0.213,33,33,5.331,4.1013436,3.226,22.922,6.8875e+08,2.9616e+09
UGC05108,9.0,5.167,0.274,46,46,3.762,2.4166915,2.634,16.177,8.2952e+08,3.5669e+09
UGC05108,11.0,6.315,0.335,54,54,2.341,1.6550735,2.279,10.068,9.3237e+08,4.0092e+09
UGC05108,13.0,7.463,0.396,68,68,1.513,1.096724,1.887,6.504,1.0160e+09,4.3689e+09
UGC05108,15.0,8.611,0.457,78,78,0.962,0.797955,1.644,4.136,1.0771e+09,4.6313e+09
UGC05108,17.0,9.759,0.518,86,86,0.600,0.9020332,1.525,2.581,1.1190e+09,4.8119e+09
UGC05108,19.0,10.907,0.579,99,90,0.301,0.8881417,1.354,1.294,1.1433e+09,4.9161e+09
UGC05108,21.0,12.055,0.640,102,84,0.167,0.8843059,1.271,0.718,1.1571e+09,4.9756e+09
UGC05108,23.0,13.204,0.701,118,80,0.209,0.76207066,1.146,0.897,1.1771e+09,5.0617e+09
UGC05108,25.0,14.352,0.762,129,75,0.221,0.6075675,1.079,0.951,1.2004e+09,5.1615e+09
UGC05108,27.0,15.500,0.823,137,71,0.169,0.43144494,1.048,0.728,1.2192e+09,5.2427e+09
UGC05108,29.0,16.648,0.884,150,71,0.137,0.4227692,1.014,0.587,1.2359e+09,5.3143e+09
UGC05108,31.0,17.796,0.945,157,66,0.136,0.38145408,1.008,0.587,1.2533e+09,5.3892e+09
UGC05108,33.0,18.944,1.006,169,58,0.120,0.33467025,0.996,0.516,1.2698e+09,5.4602e+09
UGC05108,35.0,20.092,1.066,173,47,0.140,0.3277329,1.002,0.603,1.2895e+09,5.5450e+09
UGC05108,37.0,21.240,1.127,192,42,0.125,0.34184274,0.977,0.538,1.3091e+09,5.6291e+09
UGC05108,39.0,22.389,1.188,197,30,0.082,0.28285852,0.986,0.353,1.3223e+09,5.6857e+09
UGC05108,41.0,23.537,1.249,210,24,0.070,0.24756336,0.989,0.301,1.3342e+09,5.7370e+09
UGC05108,43.0,24.685,1.310,219,23,0.058,0.24315934,0.991,0.249,1.3445e+09,5.7814e+09
UGC05108,45.0,25.833,1.371,231,17,nan,nan,0.995,nan,1.3445e+09,5.7814e+09
UGC05108,47.0,26.981,1.432,239,14,nan,nan,1.020,nan,1.3445e+09,5.7814e+09
UGC05108,49.0,28.129,1.493,246,7,nan,nan,1.043,nan,1.3445e+09,5.7814e+09
UGC05108,51.0,29.277,1.554,257,1,nan,nan,1.069,nan,1.3445e+09,5.7814e+09
UGC05111,1.0,0.476,0.022,3,3,10.751,0.31135827,8.230,46.228,2.4847e+07,1.0684e+08
UGC05111,3.0,1.428,0.067,11,11,9.972,0.77021605,4.259,42.880,1.0935e+08,4.7022e+08
UGC05111,5.0,2.380,0.112,20,20,9.158,0.6729955,2.969,39.380,2.5046e+08,1.0770e+09
UGC05111,7.0,3.332,0.156,25,25,8.779,0.65681547,2.562,37.748,4.1953e+08,1.8040e+09
UGC05111,9.0,4.284,0.201,33,33,8.258,0.78144926,2.182,35.511,6.2948e+08,2.7068e+09
UGC05111,11.0,5.235,0.246,43,43,7.245,1.0565448,1.848,31.153,8.6948e+08,3.7388e+09
UGC05111,13.0,6.187,0.290,46,46,6.405,1.4872695,1.736,27.543,1.0965e+09,4.7148e+09
UGC05111,15.0,7.139,0.335,55,55,5.611,1.5621606,1.570,24.127,1.3342e+09,5.7372e+09
UGC05111,17.0,8.091,0.380,66,66,4.485,1.5789759,1.420,19.285,1.5623e+09,6.7177e+09
UGC05111,19.0,9.043,0.424,64,64,3.362,1.4975907,1.390,14.458,1.7280e+09,7.4306e+09
UGC05111,21.0,9.995,0.469,78,78,2.571,1.2585695,1.256,11.055,1.8825e+09,8.0949e+09
UGC05111,23.0,10.947,0.514,89,89,1.712,1.1573238,1.165,7.363,1.9999e+09,8.5998e+09
UGC05111,25.0,11.899,0.558,91,91,0.975,0.9145712,1.131,4.193,2.0683e+09,8.8938e+09
UGC05111,27.0,12.851,0.603,97,97,0.632,0.9186924,1.092,2.717,2.1155e+09,9.0967e+09
UGC05111,29.0,13.802,0.648,110,110,0.450,1.0940366,1.030,1.935,2.1537e+09,9.2607e+09
UGC05111,31.0,14.754,0.692,114,114,0.213,1.0652859,1.010,0.918,2.1724e+09,9.3413e+09
UGC05111,33.0,15.706,0.737,127,127,-0.113,0.8823011,0.967,-0.485,2.1614e+09,9.2939e+09
UGC05111,35.0,16.658,0.782,130,126,-0.262,0.7161063,0.962,-1.126,2.1351e+09,9.1811e+09
UGC05111,37.0,17.610,0.826,131,111,-0.141,0.5513869,0.977,-0.604,2.1210e+09,9.1202e+09
UGC05111,39.0,18.562,0.871,141,97,-0.063,0.49898863,0.971,-0.269,2.1142e+09,9.0910e+09
UGC05111,41.0,19.514,0.916,156,75,-0.096,0.40480182,0.937,-0.413,2.1026e+09,9.0413e+09
UGC05111,43.0,20.466,0.960,160,43,-0.026,0.31244707,0.964,-0.112,2.0994e+09,9.0275e+09
UGC05111,45.0,21.418,1.005,163,20,-0.015,0.21382129,0.993,-0.062,2.0976e+09,9.0197e+09
UGC05111,47.0,22.370,1.049,180,18,-0.003,0.15818448,0.974,-0.014,2.0972e+09,9.0178e+09
UGC05111,49.0,23.321,1.094,179,8,nan,nan,1.026,nan,2.0972e+09,9.0178e+09
UGC05111,51.0,24.273,1.139,183,10,nan,nan,1.078,nan,2.0972e+09,9.0178e+09
UGC05111,53.0,25.225,1.183,198,12,nan,nan,1.029,nan,2.0972e+09,9.0178e+09
UGC05111,55.0,26.177,1.228,186,10,nan,nan,1.084,nan,2.0972e+09,9.0178e+09
UGC05111,57.0,27.129,1.273,167,10,nan,nan,1.113,nan,2.0972e+09,9.0178e+09
UGC05111,59.0,28.081,1.317,166,12,nan,nan,1.082,nan,2.0972e+09,9.0178e+09
UGC05111,61.0,29.033,1.362,163,9,nan,nan,1.096,nan,2.0972e+09,9.0178e+09
UGC05111,63.0,29.985,1.407,151,10,nan,nan,1.147,nan,2.0972e+09,9.0178e+09
UGC05111,65.0,30.937,1.451,150,9,nan,nan,1.124,nan,2.0972e+09,9.0178e+09
UGC05111,67.0,31.888,1.496,145,9,nan,nan,1.156,nan,2.0972e+09,9.0178e+09
UGC05111,69.0,32.840,1.541,150,11,nan,nan,1.147,nan,2.0972e+09,9.0178e+09
UGC05111,71.0,33.792,1.585,148,8,nan,nan,1.158,nan,2.0972e+09,9.0178e+09
UGC05111,73.0,34.744,1.630,147,10,nan,nan,1.155,nan,2.0972e+09,9.0178e+09
UGC05111,75.0,35.696,1.675,142,8,nan,nan,1.206,nan,2.0972e+09,9.0178e+09
UGC05111,77.0,36.648,1.719,141,8,nan,nan,1.198,nan,2.0972e+09,9.0178e+09
UGC05111,79.0,37.600,1.764,144,7,nan,nan,1.192,nan,2.0972e+09,9.0178e+09
UGC05111,81.0,38.552,1.809,140,8,nan,nan,1.222,nan,2.0972e+09,9.0178e+09
UGC05111,83.0,39.504,1.853,137,6,nan,nan,1.250,nan,2.0972e+09,9.0178e+09
UGC05111,85.0,40.456,1.898,139,7,nan,nan,1.237,nan,2.0972e+09,9.0178e+09
UGC05111,87.0,41.407,1.943,137,6,nan,nan,1.259,nan,2.0972e+09,9.0178e+09
UGC05111,89.0,42.359,1.987,139,6,nan,nan,1.284,nan,2.0972e+09,9.0178e+09
UGC05111,91.0,43.311,2.032,142,4,nan,nan,1.245,nan,2.0972e+09,9.0178e+09
UGC05111,93.0,44.263,2.077,133,4,nan,nan,1.331,nan,2.0972e+09,9.0178e+09
UGC05111,95.0,45.215,2.121,127,2,nan,nan,1.347,nan,2.0972e+09,9.0178e+09
UGC05111,97.0,46.167,2.166,134,1,nan,nan,1.286,nan,2.0972e+09,9.0178e+09
UGC05244,1.0,0.212,0.022,3,0,nan,nan,5.541,nan,0.0000e+00,0.0000e+00
UGC05244,3.0,0.635,0.066,9,0,nan,nan,3.204,nan,0.0000e+00,0.0000e+00
UGC05244,5.0,1.059,0.111,9,0,nan,nan,3.206,nan,0.0000e+00,0.0000e+00
UGC05244,7.0,1.483,0.155,20,0,nan,nan,2.157,nan,0.0000e+00,0.0000e+00
UGC05244,9.0,1.906,0.199,26,2,nan,nan,1.905,nan,0.0000e+00,0.0000e+00
UGC05244,11.0,2.330,0.243,31,7,0.103,0.2054355,1.747,0.442,6.8133e+05,2.9297e+06
UGC05244,13.0,2.753,0.288,34,8,0.056,0.11877932,1.686,0.242,1.0910e+06,4.6914e+06
UGC05244,15.0,3.177,0.332,39,12,0.050,0.13846976,1.583,0.216,1.5095e+06,6.4907e+06
UGC05244,17.0,3.601,0.376,40,13,0.198,0.35218933,1.574,0.850,3.2013e+06,1.3766e+07
UGC05244,19.0,4.024,0.420,50,14,0.253,0.5245472,1.421,1.087,5.9068e+06,2.5399e+07
UGC05244,21.0,4.448,0.465,58,21,0.387,0.662683,1.334,1.663,1.0707e+07,4.6041e+07
UGC05244,23.0,4.871,0.509,64,22,0.301,0.5003352,1.296,1.295,1.4831e+07,6.3773e+07
UGC05244,25.0,5.295,0.553,66,24,0.116,0.32056573,1.287,0.497,1.6465e+07,7.0799e+07
UGC05244,27.0,5.719,0.597,67,22,0.044,0.27999976,1.299,0.189,1.7096e+07,7.3513e+07
UGC05244,29.0,6.142,0.642,72,17,0.018,0.1845364,1.273,0.079,1.7377e+07,7.4723e+07
UGC05244,31.0,6.566,0.686,80,17,0.035,0.16998847,1.226,0.151,1.7977e+07,7.7303e+07
UGC05244,33.0,6.989,0.730,91,15,0.029,0.18687019,1.176,0.126,1.8550e+07,7.9764e+07
UGC05244,35.0,7.413,0.774,91,10,0.022,0.1776892,1.212,0.093,1.8969e+07,8.1566e+07
UGC05244,37.0,7.837,0.819,102,12,0.037,0.24284448,1.163,0.159,1.9775e+07,8.5032e+07
UGC05244,39.0,8.260,0.863,101,11,0.039,0.19084024,1.210,0.167,2.0615e+07,8.8644e+07
UGC05244,41.0,8.684,0.907,111,8,nan,nan,1.179,nan,2.0615e+07,8.8644e+07
UGC05244,43.0,9.108,0.951,106,7,nan,nan,1.256,nan,2.0615e+07,8.8644e+07
UGC05244,45.0,9.531,0.996,124,6,nan,nan,1.178,nan,2.0615e+07,8.8644e+07
UGC05244,47.0,9.955,1.040,122,5,nan,nan,1.253,nan,2.0615e+07,8.8644e+07
UGC05244,49.0,10.378,1.084,137,2,nan,nan,1.193,nan,2.0615e+07,8.8644e+07
UGC05244,51.0,10.802,1.128,129,2,nan,nan,1.299,nan,2.0615e+07,8.8644e+07
UGC05244,53.0,11.226,1.173,138,1,nan,nan,1.261,nan,2.0615e+07,8.8644e+07
UGC05359,1.0,0.597,0.021,3,3,1.236,0.1578906,5.778,5.315,4.3511e+06,1.8710e+07
UGC05359,3.0,1.792,0.064,13,13,1.355,0.21611513,2.819,5.825,2.5017e+07,1.0757e+08
UGC05359,5.0,2.986,0.107,14,14,1.677,0.624163,2.579,7.213,5.2575e+07,2.2607e+08
UGC05359,7.0,4.181,0.150,31,31,1.756,0.5174143,1.716,7.551,1.1645e+08,5.0073e+08
UGC05359,9.0,5.376,0.193,34,34,1.787,0.48349342,1.599,7.685,1.8776e+08,8.0735e+08
UGC05359,11.0,6.570,0.236,40,40,1.494,0.5145034,1.432,6.423,2.5787e+08,1.1088e+09
UGC05359,13.0,7.765,0.278,53,53,1.321,0.5651533,1.224,5.680,3.4002e+08,1.4621e+09
UGC05359,15.0,8.959,0.321,52,52,1.180,0.49430355,1.192,5.073,4.1200e+08,1.7716e+09
UGC05359,17.0,10.154,0.364,68,68,1.208,0.44117966,1.040,5.196,5.0842e+08,2.1862e+09
UGC05359,19.0,11.349,0.407,78,78,1.020,0.45831484,0.975,4.386,6.0177e+08,2.5876e+09
UGC05359,21.0,12.543,0.450,70,70,0.812,0.37822568,0.993,3.492,6.6847e+08,2.8744e+09
UGC05359,23.0,13.738,0.493,98,98,0.589,0.5846757,0.867,2.533,7.3621e+08,3.1657e+09
UGC05359,25.0,14.932,0.536,94,94,0.364,0.5390644,0.893,1.564,7.7633e+08,3.3382e+09
UGC05359,27.0,16.127,0.578,97,96,0.152,0.42730853,0.869,0.653,7.9361e+08,3.4125e+09
UGC05359,29.0,17.322,0.621,117,104,0.145,0.46567205,0.806,0.625,8.1356e+08,3.4983e+09
UGC05359,31.0,18.516,0.664,113,86,0.169,0.37701628,0.823,0.728,8.3602e+08,3.5949e+09
UGC05359,33.0,19.711,0.707,127,84,0.116,0.36774653,0.784,0.497,8.5324e+08,3.6689e+09
UGC05359,35.0,20.905,0.750,140,77,0.109,0.36774164,0.761,0.471,8.7123e+08,3.7463e+09
UGC05359,37.0,22.100,0.793,127,50,0.036,0.25820783,0.831,0.154,8.7658e+08,3.7693e+09
UGC05359,39.0,23.295,0.835,159,75,0.157,0.3418521,0.743,0.676,9.0591e+08,3.8954e+09
UGC05359,41.0,24.489,0.878,155,58,0.148,0.29119694,0.781,0.638,9.3291e+08,4.0115e+09
UGC05359,43.0,25.684,0.921,157,38,0.082,0.22979039,0.800,0.352,9.4797e+08,4.0763e+09
UGC05359,45.0,26.878,0.964,189,56,0.097,0.22553396,0.743,0.418,9.6951e+08,4.1689e+09
UGC05359,47.0,28.073,1.007,166,40,0.121,0.25504562,0.837,0.522,9.9316e+08,4.2706e+09
UGC05359,49.0,29.267,1.050,193,41,0.050,0.17557433,0.789,0.215,1.0045e+09,4.3192e+09
UGC05359,51.0,30.462,1.093,195,48,0.055,0.20258488,0.799,0.236,1.0170e+09,4.3733e+09
UGC05359,53.0,31.657,1.135,158,24,0.047,0.13769737,0.920,0.202,1.0258e+09,4.4108e+09
UGC05359,55.0,32.851,1.178,180,42,0.055,0.16967914,0.806,0.236,1.0374e+09,4.4607e+09
UGC05359,57.0,34.046,1.221,156,35,0.039,0.124132596,0.870,0.166,1.0444e+09,4.4910e+09
UGC05359,59.0,35.240,1.264,144,19,-0.005,0.06270351,0.926,-0.020,1.0436e+09,4.4876e+09
UGC05359,61.0,36.435,1.307,162,32,-0.014,0.08491704,0.847,-0.062,1.0409e+09,4.4758e+09
UGC05359,63.0,37.630,1.350,137,15,-0.019,0.09248919,0.949,-0.084,1.0378e+09,4.4623e+09
UGC05359,65.0,38.824,1.392,149,20,0.021,0.106541716,0.899,0.088,1.0413e+09,4.4778e+09
UGC05359,67.0,40.019,1.435,151,7,nan,nan,0.885,nan,1.0413e+09,4.4778e+09
UGC05359,69.0,41.213,1.478,124,6,nan,nan,1.023,nan,1.0413e+09,4.4778e+09
UGC05359,71.0,42.408,1.521,156,12,nan,nan,0.872,nan,1.0413e+09,4.4778e+09
UGC05359,73.0,43.603,1.564,141,3,nan,nan,0.947,nan,1.0413e+09,4.4778e+09
UGC05359,75.0,44.797,1.607,128,10,nan,nan,1.001,nan,1.0413e+09,4.4778e+09
UGC05359,77.0,45.992,1.650,149,8,nan,nan,0.909,nan,1.0413e+09,4.4778e+09
UGC05359,79.0,47.186,1.692,123,3,nan,nan,1.047,nan,1.0413e+09,4.4778e+09
UGC05359,81.0,48.381,1.735,148,11,nan,nan,0.942,nan,1.0413e+09,4.4778e+09
UGC05359,83.0,49.576,1.778,143,3,nan,nan,0.951,nan,1.0413e+09,4.4778e+09
UGC05359,85.0,50.770,1.821,113,7,nan,nan,1.121,nan,1.0413e+09,4.4778e+09
UGC05359,87.0,51.965,1.864,148,7,nan,nan,0.944,nan,1.0413e+09,4.4778e+09
UGC05359,89.0,53.159,1.907,137,2,nan,nan,1.014,nan,1.0413e+09,4.4778e+09
UGC05359,91.0,54.354,1.949,123,7,nan,nan,1.104,nan,1.0413e+09,4.4778e+09
UGC05598,1.0,0.393,0.026,3,3,6.483,0.27890936,7.736,27.879,1.1479e+07,4.9361e+07
UGC05598,3.0,1.180,0.079,11,11,5.267,0.9217231,4.053,22.649,4.5674e+07,1.9640e+08
UGC05598,5.0,1.967,0.131,16,16,4.374,1.3072227,3.318,18.810,8.6981e+07,3.7402e+08
UGC05598,7.0,2.754,0.184,23,23,3.517,1.051356,2.681,15.122,1.3472e+08,5.7929e+08
UGC05598,9.0,3.540,0.237,30,30,2.695,0.86876976,2.280,11.590,1.8244e+08,7.8450e+08
UGC05598,11.0,4.327,0.289,35,35,2.063,0.80129987,2.081,8.871,2.2506e+08,9.6775e+08
UGC05598,13.0,5.114,0.342,43,43,1.374,0.5681867,1.848,5.907,2.5992e+08,1.1177e+09
UGC05598,15.0,5.901,0.394,51,51,0.934,0.63081455,1.698,4.016,2.8803e+08,1.2385e+09
UGC05598,17.0,6.687,0.447,54,52,0.646,0.7657948,1.630,2.779,3.0863e+08,1.3271e+09
UGC05598,19.0,7.474,0.500,62,50,0.313,0.82817227,1.515,1.344,3.2007e+08,1.3763e+09
UGC05598,21.0,8.261,0.552,74,59,0.132,0.7729949,1.391,0.568,3.2584e+08,1.4011e+09
UGC05598,23.0,9.048,0.605,71,40,0.024,0.7440467,1.425,0.102,3.2684e+08,1.4054e+09
UGC05598,25.0,9.834,0.657,84,37,-0.002,0.6130428,1.319,-0.009,3.2674e+08,1.4050e+09
UGC05598,27.0,10.621,0.710,89,28,0.087,0.41618866,1.296,0.373,3.3130e+08,1.4246e+09
UGC05598,29.0,11.408,0.763,94,27,0.073,0.35516447,1.274,0.316,3.3538e+08,1.4421e+09
UGC05598,31.0,12.194,0.815,102,24,0.047,0.31669772,1.247,0.200,3.3818e+08,1.4542e+09
UGC05598,33.0,12.981,0.868,108,22,0.055,0.2982477,1.241,0.237,3.4170e+08,1.4693e+09
UGC05598,35.0,13.768,0.920,118,18,0.023,0.21842091,1.210,0.101,3.4333e+08,1.4763e+09
UGC05598,37.0,14.555,0.973,122,15,0.023,0.24500623,1.211,0.098,3.4497e+08,1.4834e+09
UGC05598,39.0,15.341,1.026,127,12,nan,nan,1.214,nan,3.4497e+08,1.4834e+09
UGC05598,41.0,16.128,1.078,132,9,nan,nan,1.232,nan,3.4497e+08,1.4834e+09
UGC05598,43.0,16.915,1.131,150,6,nan,nan,1.192,nan,3.4497e+08,1.4834e+09
UGC05598,45.0,17.702,1.183,148,6,nan,nan,1.225,nan,3.4497e+08,1.4834e+09
UGC05598,47.0,18.488,1.236,146,3,nan,nan,1.282,nan,3.4497e+08,1.4834e+09
UGC05598,49.0,19.275,1.288,166,3,nan,nan,1.247,nan,3.4497e+08,1.4834e+09
UGC05598,51.0,20.062,1.341,166,1,nan,nan,1.293,nan,3.4497e+08,1.4834e+09
UGC07012,1.0,0.215,0.031,7,7,4.279,1.3200083,7.231,18.402,2.8034e+06,1.2055e+07
UGC07012,3.0,0.644,0.092,19,19,2.900,1.4848683,4.342,12.471,7.9600e+06,3.4228e+07
UGC07012,5.0,1.073,0.154,32,32,2.429,1.2460423,3.306,10.445,1.5234e+07,6.5508e+07
UGC07012,7.0,1.503,0.216,44,44,1.955,0.98470557,2.801,8.405,2.3283e+07,1.0012e+08
UGC07012,9.0,1.932,0.277,54,54,1.419,0.99281996,2.531,6.100,3.0451e+07,1.3094e+08
UGC07012,11.0,2.361,0.339,69,69,0.811,1.0424348,2.236,3.489,3.5691e+07,1.5347e+08
UGC07012,13.0,2.791,0.401,81,79,0.662,1.1384141,2.079,2.845,4.0705e+07,1.7503e+08
UGC07012,15.0,3.220,0.462,92,84,0.290,0.9665849,1.967,1.246,4.3201e+07,1.8576e+08
UGC07012,17.0,3.649,0.524,105,75,0.061,0.9811301,1.859,0.262,4.3799e+07,1.8833e+08
UGC07012,19.0,4.079,0.586,122,50,-0.014,0.6033091,1.745,-0.062,4.3634e+07,1.8763e+08
UGC07012,21.0,4.508,0.647,127,38,-0.026,0.5336343,1.733,-0.112,4.3324e+07,1.8630e+08
UGC07012,23.0,4.937,0.709,144,37,-0.057,0.55148023,1.648,-0.244,4.2559e+07,1.8300e+08
UGC07012,25.0,5.367,0.771,152,37,-0.051,0.5319421,1.633,-0.221,4.1830e+07,1.7987e+08
UGC07012,27.0,5.796,0.832,168,24,-0.004,0.36604172,1.578,-0.017,4.1768e+07,1.7960e+08
UGC07012,29.0,6.225,0.894,179,23,-0.024,0.3385039,1.556,-0.101,4.1374e+07,1.7791e+08
UGC07012,31.0,6.655,0.956,194,21,-0.026,0.35468063,1.531,-0.113,4.0898e+07,1.7586e+08
UGC07012,33.0,7.084,1.017,204,18,nan,nan,1.524,nan,4.0898e+07,1.7586e+08
UGC07012,35.0,7.513,1.079,214,18,nan,nan,1.525,nan,4.0898e+07,1.7586e+08
UGC07012,37.0,7.943,1.140,234,19,nan,nan,1.498,nan,4.0898e+07,1.7586e+08
UGC07012,39.0,8.372,1.202,243,17,nan,nan,1.514,nan,4.0898e+07,1.7586e+08
UGC07012,41.0,8.801,1.264,250,17,nan,nan,1.537,nan,4.0898e+07,1.7586e+08
