Name, ledaRA, ledaDE, ledaA_Bgal, ledaType, ledaMorph, ledaD25, ledaAxRatio, ledaPA, ledaIncl, ledaVrad, ledaVmaxg, ledaVrot, ledaBar, ledaRing, ledaMultiple, ledaBt, ledaIt, ledaMfir, ledaM21, ledaVvir, ledaModz, ledaDistMpc, W1, eW1, W2, eW2, W3, eW3, W4, eW4, coNomask, coeNomask, coDilated, coeDilated, coSmooth, coeSmooth, coMask2d, coeMask2d, coNomaskDv, coSmoothDv, coBmaj, coBmin, coBpa, coDvhel, nsaZdist, nsaAu, nsaAg, nsaAr, nsaAi, nsaAz, caMass, caeMass, caSFR, caeSFR, caOH, caeOH, caAvgas, caeAvgas, caAvstars, caeAvstars, Su, Sg, Sr, Si, caB, caV, caR, caRe, caeRe, caEllipticity, caPA, caR50, caeR50, caR90, caeR90, caOH_O3N2, caZgas, caZstars, caAge, caeAge, caFHa, caFHacorr, caLHacorr, caMstars, caDistMpc, coMmol, coeMmol, W1lum, W2lum, W3lum, W4lum, W4SFR, coVsys, coVsysFlag, coVrotmax, coeVrotmax, coRflat, coPA, coPAFlag, coInc, coIncFlag, coKinXoff, coKinYoff, coScaleMol, coeScaleMol, coScaleMolHi, coScaleMolLo, coNormMol, coeNormMol, coScaleSt, coeScaleSt, coNormSt, coeNormSt, coR50Mol, coeR50Mol, coR50St, coeR50St, coScaleSFR, coeScaleSFR, coObstime, coNptng, coRMS10mJybm, coRMS10mK, coTpeakmK, coNbeamsDet5, coNbeamsDet3
NGC4211NED02, 12.26036740, 28.16963400, 0.09900000, 0.10000000, S0-a, 1.02565193, 1.70215851, 123.12, 60.43000000, 6601.5, 256.42, 294.81, , , M, 14.51100000, 12.961, NaN, 16.101, 6724.60000000, 34.85000000, 93.32543008, 10.02800000, 15.27400000, 10.01600000, 14.76700000, 7.43600000, 12.64500000, 4.72800000, 8.87400000, 3.38000000, 15.06000000, 19.84, 1.55, 20.27, 2.91, 23.13, 5.41, 760.00000000, 340, 5.07000033, 4.18000021, 46.79999924, -5.46478987, 0.0221404, 0.192048, 0.1895, 0.119422, 0.0878695, 0.0637303, 10.532, 0.125633, 0.215622, 0.191413, 8.45808, 0.0894823, 2.07132, 0.418415, 0.294368, 1.47628, 16.62986867, 15.33510307, 14.71821428, 14.38463750, 15.58517189, 15.01362546, 14.64800193, 19.39149411, 19.39149411, 0.95972714, -35.06961991, 44.34053112, 1.02248585, 54.44343694, 0.89101811, 8.51734, 0.02221929, 0.02206743, 8.97998505, 0.53767702, 2.65106617, 3.14205619, 41.16157680, 10.61101235, 96.90091202, 1.95504e+09, 2.80669e+08, 3.0091e+43, 1.23033e+43, 1.01229e+43, 1.62941e+43, 3.42176054, 6605.00000000, 0.00000000, NaN, NaN, NaN, 25.00000000, 0.00000000, 30.00000000, 0.00000000, 0.00000000, 0.00000000, NaN, NaN, NaN, NaN, NaN, NaN, 1.1, 1.07, 2172.73, 22.88, NaN, NaN, 1.67, 0.15, NaN, NaN, 3.94000000, 7.00000000, 12.40000000, 54.10000000, 390.00000000, 1.62411183, 2.12383854
NGC4470, 12.49382650, 7.82390140, 0.10500000, 1.40000000, Sa, 1.28233058, 1.48251809, 1.39, 51.01000000, 2340.2, 60.6, 77.97, , , , 13.03300000, 12.09, 12.331, 15.247, 2405.30000000, 32.73400000, 35.22086356, 9.79000000, 15.15700000, 9.73700000, 14.62900000, 6.15900000, 12.02700000, 4.42500000, 8.72300000, 18.96000000, 17.35000000, 37.87, 2.92, 33.54, 4.97, 44.13, 13.35, 860.00000000, 200, 4.94999997, 4.65000034, -74.80000305, -3.26044011, 0.00799586, 0.199784, 0.197133, 0.124233, 0.0914091, 0.0662975, 10.2314, 0.0937037, -0.0091929, 0.0532665, 8.45952, 0.0270892, 0.485046, 0.0188857, 0.102665, 0.817538, 14.12965829, 13.31035596, 12.94816783, 12.76141304, 13.45235141, 13.14580179, 12.91553544, 22.45380201, 22.45380201, 0.68903499, -1.81383399, 19.08326656, 0.78533086, 37.04398802, 0.33651725, 8.46574, 0.00775199, 0.00771133, 9.00210459, 0.33984641, 3.90645381, 4.01296989, 41.03434093, 10.08797598, 33.42770110, 3.90492e+08, 5.78635e+07, 4.45856e+42, 1.89313e+42, 3.90537e+42, 2.56323e+42, 0.53827834, 2338.00000000, 0.00000000, 76.4, 12.3, 10.4, 349.50000000, 0.00000000, 47.50000000, 2.00000000, 0.00000000, 0.00000000, NaN, NaN, NaN, NaN, NaN, NaN, 1.62, 0.4, 661.07, 2, NaN, NaN, 2.23, 0.15, 0.58, 0.54, 5.44000000, 7.00000000, 14.50000000, 58.00000000, 515.00000000, 0.00000000, 5.55962416
NGC4644, 12.71185010, 55.14549010, 0.08800000, 3.10000000, Sb, 1.51356125, 2.39331576, 51.5, 69.97000000, 4900, 179.79, 191.37, B, , M, 14.60100000, 13.247, NaN, 15.825, 5178.10000000, 34.38700000, 75.40497495, 10.49700000, 15.51300000, 10.42000000, 14.97200000, 7.54600000, 12.72000000, 5.91600000, 9.46500000, 14.51000000, 10.50000000, 32.03, 1.92, 29.71, 3.29, 13.78, 7.55, 860.00000000, 460, 5.02000018, 4.21000030, 62.29999924, -9.82896996, 0.0171129, 0.174291, 0.171979, 0.10838, 0.0797451, 0.0578378, 10.681, 0.112345, 0.0894253, 0.089944, 8.58804, 0.0419726, 1.1452, 0.148472, 0.166447, 0.857589, 15.80070809, 14.43950346, 13.82383965, 13.50234369, 14.70403787, 14.12094446, 13.75601196, 13.97554749, 13.97554749, 0.69125659, -39.37536852, 13.93497026, 0.63005575, 33.44392863, 0.21866316, 8.55163, 0.01650121, 0.01647973, 8.96938370, 0.46826709, 3.07010256, 3.23332379, 40.97491717, 10.70441500, 71.64521482, 1.57528e+09, 1.74442e+08, 1.06796e+43, 4.63597e+42, 5.00061e+42, 2.98228e+42, 0.62627960, 4915.00000000, 0.00000000, 205.9, 11.9, 21.9, 57.00000000, 2.00000000, 72.90000000, 2.00000000, -3.20000000, -0.10000000, 7.18, 2.3, 11.25, 4.52, 12.75, 1.24, 2.64, 0.18, 848.3, 1.18, 5.69, 0.07, 4.28, 0.07, 5.26, 0.8, 4.62000000, 7.00000000, 9.10000000, 39.40000000, 280.00000000, 0.75166142, 7.30781933
NGC4676A, 12.76946650, 30.73205980, 0.07100000, -1.40000000, S0-a, 2.16271852, 1.71001532, 179.14, 64.42000000, 6613, 328.12, 363.79, B, , M, 14.74600000, 13.491, NaN, 15.271, 6784.20000000, 34.97600000, 98.90084450, 10.58800000, 14.79561760, 10.33900000, 14.68595140, 6.48100000, 11.11067400, 4.07700000, 8.16319318, 50.85000000, 14.05000000, 89.79, 2.83, 78.93, 4.46, 68.96, 7.94, 780.00000000, 560, 5.32999984, 4.40000044, 33.20000076, -7.80393982, 0.0217937, 0.136981, 0.135164, 0.0851794, 0.0626742, 0.0454566, 10.8597, 0.10278, 0.524066, 0.0874739, NaN, NaN, 1.42566, 0.100887, 0.267781, 1.58055, 16.28786214, 14.78575008, 14.12677217, 13.82685465, 15.08940543, 14.42845547, 14.06332725, 21.39305925, 21.39305925, 0.89806986, -23.72336396, 25.81853711, 0.33001805, 50.51452912, 0.76921201, 8.49534, 0.02215285, 0.02209964, 9.27785978, 0.33863965, 3.13945476, 3.34939023, 41.36892322, 10.97783256, 96.60620877, 7.56703e+09, 4.27581e+08, 1.78563e+43, 9.0819e+42, 2.42471e+43, 2.94975e+43, 6.19446727, 6541.00000000, 0.00000000, 214.6, 13.3, 6, 185.30000000, 0.00000000, 50.00000000, 0.00000000, -2.10000000, -0.80000000, 0.85, 0.65, 1.04, 0.64, 2702.8, 17.45, 2.04, 0.09, 2756.58, 1.11, 1.76, 0.18, 3.49, 0.08, 1.19, 1.84, 3.96000000, 7.00000000, 12.20000000, 48.10000000, 684.00000000, 4.32766402, 5.45661985
NGC4711, 12.81273850, 35.33271500, 0.09300000, 3.20000000, SBb, 1.20503594, 1.77010896, 40.93, 58.52000000, 4062, 129.73, 152.12, B, , , 14.22200000, 12.862, 13.408, 15.516, 4244.90000000, 33.95200000, 61.71631685, 10.25400000, 15.39100000, 10.20200000, 14.86600000, 6.84600000, 12.38600000, 5.13200000, 9.07600000, 21.85000000, 14.33000000, 43.89, 2.65, 41.81, 4.59, 33.73, 10.22, 720.00000000, 360, 5.03000063, 4.25000042, 52.40000153, -8.49308014, 0.0146089, 0.184126, 0.181683, 0.114496, 0.0842449, 0.0611014, 10.5812, 0.0923499, 0.0848306, 0.0715163, 8.59937, 0.0398338, 0.841786, 0.0252471, 0.458824, 1.4328, 15.35760533, 14.21399080, 13.66618799, 13.41242080, 14.43880984, 13.92126149, 13.61769445, 20.18876027, 20.18876027, 0.91090788, 43.16684855, 19.77053098, 0.23829673, 37.28157270, 0.18069819, 8.5287, 0.01358027, 0.01358861, 9.04608021, 0.55939575, 3.38069803, 3.57790398, 41.13842660, 10.61494450, 58.82873152, 1.49896e+09, 1.64559e+08, 9.00659e+42, 3.82072e+42, 6.42433e+42, 4.13955e+42, 0.86930635, 4044.00000000, 0.00000000, 146.2, 8.5, 15.8, 215.00000000, 0.00000000, 58.30000000, 2.00000000, 3.00000000, 0.60000000, 5.59, 5.41, 9.86, 2.96, 20.44, 2.1, 3.01, 0.11, 521.39, 1.07, 4.11, 0.12, 3.75, 0.08, 3.13, 0.68, 3.98000000, 7.00000000, 12.50000000, 54.00000000, 387.00000000, 0.12385110, 6.02742002
NGC4961, 13.09655450, 27.73387280, 0.04900000, 5.60000000, SBc, 1.11429453, 1.26765187, 106.61, 38.71000000, 2533.9, 92.79, 148.37, B, , , 13.95800000, 12.839, 12.907, 14.658, 2701.00000000, 32.97300000, 39.31877693, 10.49500000, 15.51000000, 10.37900000, 14.95500000, 6.66100000, 12.29400000, 4.97000000, 8.99700000, 2.18000000, 16.62000000, 24.58, 2.08, 18.47, 3.55, 19.76, 8.79, 860.00000000, 240, 4.76999986, 4.05999986, 68.59999847, -8.70979977, 0.00848967, 0.0939211, 0.0926749, 0.0584033, 0.0429726, 0.0311673, 9.9756, 0.0994325, -0.164142, 0.0620512, 8.41697, 0.0483514, 0.392756, 0.0158759, 0.123876, 0.64237, 14.70484806, 13.97858184, 13.63475457, 13.45104798, 14.10561799, 13.82148478, 13.60550259, 17.58500041, 17.58500041, 0.83346341, 25.14108516, 17.28868988, 1.23909330, 39.03897714, 0.29232138, 8.40868, 0.00847822, 0.00844853, 8.43883865, 0.41912822, 3.67239631, 3.75116014, 40.88865557, 9.87530525, 36.58025204, 2.57326e+08, 4.94589e+07, 2.78917e+42, 1.25505e+42, 2.94539e+42, 1.8581e+42, 0.39020001, 2521.00000000, 0.00000000, 114.9, 10.3, 11.3, 100.00000000, 0.00000000, 46.60000000, 2.00000000, -2.20000000, 0.40000000, NaN, NaN, NaN, NaN, NaN, NaN, 0.99, 13.92, 904.69, 2.55213e+15, NaN, NaN, 1.58, 0.17, 1.83, 0.98, 4.07000000, 7.00000000, 12.80000000, 60.90000000, 372.00000000, 0.04557128, 2.46084913
NGC5000, 13.16319310, 28.90684290, 0.03900000, 3.80000000, Sbc, 1.27938130, 1.25602996, 48.73, 38.43000000, 5611.7, 66.09, 106.32, B, R, M, 13.98500000, 12.686, 13.042, 15.806, 5770.30000000, 34.61600000, 83.79150674, 10.16900000, 15.34900000, 10.11200000, 14.82200000, 6.96600000, 12.45500000, 4.84100000, 8.93300000, 24.00000000, 12.58000000, 44, 1.9, 41.77, 3.89, 41.66, 9.78, 860.00000000, 280, 4.63999989, 3.70000047, 50.09999847, -9.09901047, 0.0192006, 0.0738574, 0.0728774, 0.045927, 0.0337927, 0.0245093, 10.9429, 0.0957146, 0.369073, 0.139191, 8.55061, 0.058212, 1.26745, 0.126426, 0.0930163, 0.558814, 15.76047644, 14.45836361, 13.82851534, 13.55437595, 14.73100904, 14.11808562, 13.77454651, 17.38790600, 17.38790600, 0.95443360, -3.22505488, 21.73855361, 0.68831900, 42.91970841, 0.20191622, 8.52494, 0.01858063, 0.01851540, 9.07794000, 0.36392025, 3.20733877, 3.56296490, 41.40738265, 10.94969639, 80.80420997, 2.81142e+09, 2.61825e+08, 1.83759e+43, 7.83131e+42, 1.08522e+43, 1.02104e+43, 2.14418307, 5557.00000000, 0.00000000, 134.9, 50.8, 16.2, 31.30000000, 0.00000000, 20.00000000, 0.00000000, 0.00000000, 0.00000000, NaN, NaN, NaN, NaN, NaN, NaN, 2.95, 0.1, 1178, 1.09, NaN, NaN, 4.47, 0.06, 6, 55.08, 4.00000000, 7.00000000, 9.10000000, 48.70000000, 827.00000000, 2.98156208, 5.34624925
NGC5016, 13.20185970, 24.09498970, 0.05700000, 4.40000000, SABb, 1.57398286, 1.37720947, 59.01, 44.78000000, 2611.6, 109.09, 154.86, B, , , 13.38900000, 12.077, 12.657, 15.088, 2765.30000000, 33.03600000, 40.47622487, 9.56800000, 15.04900000, 9.53900000, 14.53600000, 6.09400000, 11.97400000, 4.46200000, 8.74100000, 29.60000000, 15.81000000, 69.7, 3.22, 56.12, 5.52, 43.58, 13.54, 860.00000000, 320, 5.32999984, 4.07999991, 64.50000000, -8.68772984, 0.00868447, 0.109322, 0.107871, 0.0679799, 0.050019, 0.0362779, 10.4741, 0.0932816, -0.00316025, 0.103215, 8.55869, 0.0572392, 0.710091, 0.0213735, 0.222456, 0.709443, 14.58708852, 13.56405712, 13.05742289, 12.83133144, 13.76359970, 13.30407666, 13.01536515, 20.80296717, 20.80296717, 0.68648709, -20.83680549, 20.63488792, 2.00365393, 41.26977584, 1.01037655, 8.54097, 0.00855250, 0.00855512, 8.86652883, 0.32025827, 3.72891640, 3.89464355, 41.03217944, 10.44516085, 36.90290664, 7.95664e+08, 7.8262e+07, 6.66657e+42, 2.76878e+42, 5.05324e+42, 3.01923e+42, 0.63403763, 2581.00000000, 0.00000000, 180.2, 9.9, 13.8, 57.40000000, 2.00000000, 39.90000000, 2.00000000, -0.10000000, -0.60000000, NaN, NaN, NaN, NaN, NaN, NaN, 1.6, 7.19, 1240, 307694, NaN, NaN, 2.19, 0.12, 1.76, 0.82, 4.62000000, 7.00000000, 12.80000000, 54.10000000, 428.00000000, 0.20291692, 10.14584613
NGC5056, 13.27008960, 30.95024410, 0.05000000, 5.90000000, Sc, 1.62181010, 1.98152703, 0.83, 61.39000000, 5591.9, 157.49, 179.39, , , , 13.70600000, 12.345, 12.831, 15.354, 5777.40000000, 34.61600000, 83.79150674, 10.25000000, 15.38600000, 10.12500000, 14.82600000, 6.56200000, 12.25000000, 4.70200000, 8.86400000, 19.96000000, 11.86000000, 45.36, 2.32, 41.36, 3.82, 27.25, 8.98, 860.00000000, 420, 5.76000069, 4.31000018, 61.70000076, -9.71687984, 0.0192063, 0.0957052, 0.0944353, 0.0595127, 0.0437889, 0.0317594, 10.8457, 0.0918266, 0.567059, 0.0578194, 8.48844, 0.0336307, 0.448296, 0.0165703, 0.115933, 0.672002, 17.08955037, 14.00089059, 12.94248825, 12.47725428, 14.61776026, 13.44496828, 12.80718610, 18.14426714, 18.14426714, 0.62680296, -11.86671959, 14.68668016, 1.66350173, 45.75465741, 0.68874785, 8.45511, 0.01865738, 0.01888512, 9.32276106, 0.38597657, 3.81701435, 4.43694663, 42.28150765, 11.34034186, 81.14282373, 2.807e+09, 2.59254e+08, 1.71981e+43, 7.80309e+42, 1.58763e+43, 1.17024e+43, 2.45750335, 5550.00000000, 0.00000000, 178.1, 9.5, 12.3, 178.00000000, 0.00000000, 61.40000000, 3.00000000, -1.00000000, 1.00000000, 4.37, 0.38, 6.06, 2.86, 32.24, 1.16, 2.96, 0.08, 740.99, 1.07, 4.78, 0.05, 4.21, 0.06, 4.68, 0.59, 3.97000000, 7.00000000, 10.30000000, 38.40000000, 252.00000000, 1.63528563, 7.60763316
NGC5205, 13.50100740, 62.51152340, 0.09800000, 3.50000000, Sbc, 1.58489319, 1.69433780, 167.39, 56.35000000, 1765.4, 112.87, 135.59, , , , 13.60300000, 12.059, 13.789, 14.704, 2034.80000000, 32.38400000, 29.97781672, 9.84100000, 15.18300000, 9.84200000, 14.68800000, 6.83100000, 12.38600000, 5.48600000, 9.25200000, -4.57000000, 19.07000000, 11.3, 1.59, 35.49, 6.19, 21.46, 16.5, 860.00000000, 340, 4.73999977, 3.90000022, 50.20000076, -11.76119995, 0.0070028, 0.182318, 0.179899, 0.113371, 0.0834176, 0.0605014, 9.98487, 0.0926231, -0.81375, 0.120804, 8.54826, 0.0655047, 0.74718, 0.0243371, 0.0869628, 0.470657, 15.26384700, 13.86846452, 13.30523790, 13.01400374, 14.13190073, 13.55666933, 13.24860501, 17.95240798, 17.95240798, 0.74623496, 20.27853518, 20.76708419, 0.99296165, 42.65671348, 0.25258218, 8.5314, 0.00583124, 0.00579912, 8.98032876, 0.39283100, 3.30107421, 3.38183834, 40.11048225, 9.88815988, 25.10703485, 2.3354e+08, 4.07329e+07, 2.39978e+42, 9.69522e+41, 1.18642e+42, 5.44209e+41, 0.11428382, 1762.00000000, 0.00000000, 1, 28.3, 33.4, 169.00000000, 2.00000000, 49.80000000, 2.00000000, 0.00000000, 0.00000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 4.04000000, 7.00000000, 14.50000000, 72.20000000, 327.00000000, 0.00000000, 1.90964505
NGC5218, 13.53620250, 62.76777880, 0.09000000, 3.00000000, SBb, 1.83653834, 1.52054753, 93.92, 51.15000000, 2880, 146.86, 188.58, B, , , 13.11000000, 11.827, 10.954, 15.19, 3131.50000000, 33.30200000, 45.75093773, 9.00300000, 14.76500000, 8.88100000, 14.20700000, 5.29200000, 11.62600000, 2.63600000, 7.83200000, 344.28000000, 15.82000000, 415.44, 4.21, 399.54, 6.98, 352.84, 14.85, 860.00000000, 480, 5.44000017, 3.73000014, 60.20000076, -11.82439995, 0.00969337, 0.172041, 0.169758, 0.106981, 0.0787153, 0.0570909, 10.6367, 0.0921502, 0.28483, 0.0894842, 8.55002, 0.045955, 2.71266, 0.26839, 0.218822, 1.42315, 14.93394755, 13.45383793, 12.76741459, 12.42533906, 13.74719128, 13.08487324, 12.69260798, 22.56320691, 22.56320691, 0.84371114, 4.09136632, 20.62375599, 1.72713477, 43.47710722, 0.23209162, 8.55715, 0.00965381, 0.00966551, 9.28026292, 0.22861444, 3.25614776, 4.27224607, 41.51238395, 10.77765629, 41.69103339, 7.22208e+09, 1.2617e+08, 1.43175e+43, 6.47816e+42, 1.35e+43, 2.07138e+43, 4.34989932, 2888.00000000, 0.00000000, 246.8, 11.2, 14.9, 236.40000000, 0.00000000, 30.10000000, 2.00000000, 0.00000000, 0.00000000, 3.84, 8.18, 4.66, 3.34, 71.91, 4.13, 1.37, 5.85, 3425.47, 1.26472e+06, 1.2, 0.16, 2.13, 0.13, 2.77, 1.04, 3.82000000, 7.00000000, 12.20000000, 55.20000000, 4025.00000000, 15.22284749, 28.57545944
NGC5394, 13.97601170, 37.45349630, 0.04500000, 3.10000000, SBb, 2.63026799, 2.44906324, 140.06, 70.75000000, 3475.8, 242.74, 257.12, B, , M, 13.58300000, 13.272, 11.029, 14.25, 3669.40000000, 33.63800000, 53.40722341, 9.59200000, 15.05800000, 9.41300000, 14.47200000, 5.36200000, 11.64100000, 2.49400000, 7.76100000, 134.42000000, 16.61000000, 171.55, 2.36, 164.92, 3.96, 161.84, 8.38, 860.00000000, 260, 5.21000032, 4.09000036, 74.90000153, -12.64060020, 0.0109177, 0.0856118, 0.0844758, 0.0532363, 0.0391707, 0.0284099, 10.3816, 0.106321, 0.528241, 0.0564893, 8.56591, 0.0600564, 1.97566, 0.240298, 0.156411, 1.10216, 14.89925281, 13.84384723, 13.27535636, 12.97650960, 14.04985768, 13.57085132, 13.21099743, 12.65739831, 12.65739831, 0.81396401, 1.04590456, 12.26277383, 0.02554541, 40.69011316, 0.09798685, 8.56477, 0.01145697, 0.01144255, 9.02641934, 0.23223281, 3.57366972, 4.25383941, 41.66869739, 10.54810037, 49.54827936, 4.20313e+09, 1.00924e+08, 1.17554e+43, 5.60562e+42, 1.78775e+43, 3.33451e+43, 7.00246650, 3431.00000000, 0.00000000, 42.5, 4, 12.1, 189.30000000, 0.00000000, 70.20000000, 2.00000000, 0.00000000, 0.00000000, 1.6, 0.18, 1.9, 1.37, 281.12, 1.34, 1.95, 0.17, 731.41, 1.26, 2.08, 0.11, 2.47, 0.09, 1.63, 0.13, 3.80000000, 7.00000000, 13.30000000, 57.70000000, 2695.00000000, 9.02882030, 10.76831779
NGC5406, 14.00558750, 38.91542930, 0.05100000, 3.90000000, Sbc, 1.69433780, 1.38995263, 121.48, 45.52000000, 5397, 179.63, 251.78, B, , , 13.12100000, 11.838, 13.037, 14.535, 5612.10000000, 34.55300000, 81.39542591, 9.20500000, 14.86700000, 9.17900000, 14.35600000, 6.39300000, 12.16900000, 4.93500000, 8.97900000, 32.65000000, 14.80000000, 24.47, 2.14, 77.58, 6.85, 50.99, 16.79, 860.00000000, 480, 5.21000032, 3.97000001, 72.50000000, -12.80130005, 0.0188347, 0.0972341, 0.0959439, 0.0604634, 0.0444884, 0.0322667, 11.2699, 0.0885852, 0.437616, 0.0826791, 8.59628, 0.0588294, 0.923809, 0.0217248, 0.0652159, 0.551911, 15.18840871, 13.62087082, 13.03257382, 12.76419232, 13.90277624, 13.29131850, 12.98455078, 15.81968558, 15.81968558, 0.62803133, -36.75933903, 22.85335123, 2.87893412, 45.14930365, 0.13281538, 8.57022, 0.01790825, 0.01793587, 9.16344570, 0.26009250, 3.44206605, 3.60616558, 41.40083712, 11.14366730, 77.83946502, 4.84875e+09, 4.28125e+08, 4.14363e+43, 1.71619e+43, 1.70706e+43, 8.68909e+42, 1.82470881, 5350.00000000, 0.00000000, 267.7, 21.6, 31.3, 111.40000000, 2.00000000, 45.00000000, 2.00000000, 0.00000000, 0.00000000, 11.99, 32.94, -32.04, 7.29, 20.58, 7.12, 4.31, 0.33, 1108.39, 1.18, 9.11, 0.07, 5.56, 0.04, -2.33, 0.82, 3.01000000, 7.00000000, 11.50000000, 51.30000000, 261.00000000, 0.17067399, 8.06434612
NGC5480, 14.10599640, 50.72514480, 0.07900000, 5.00000000, Sc, 1.67494288, 1.31219990, 170.1, 41.46000000, 1874.4, 101.55, 153.38, , , , 12.85700000, 11.63, 11.521, 15.178, 2160.00000000, 32.50700000, 31.72488087, 9.21000000, 14.86900000, 9.06700000, 14.30000000, 5.13500000, 11.54700000, 3.34200000, 8.18500000, 92.79000000, 16.58000000, 139.8, 4.19, 109.91, 7.22, 95.23, 18.64, 860.00000000, 340, 4.45000017, 3.60000017, 39.40000153, -13.28429985, 0.00710326, 0.15287, 0.150841, 0.0950596, 0.069944, 0.0507292, 10.1774, 0.0826493, 0.152847, 0.054557, 8.57658, 0.0359486, 1.03169, 0.0395888, 0.247926, 1.1935, 14.44577143, 13.52867964, 13.09114876, 12.87308115, 13.68645851, 13.32327068, 13.04973380, 18.92444932, 18.92444932, 0.77591049, 1.61607274, 25.08294647, 0.87503643, 44.59190484, 0.86974190, 8.55502, 0.00625916, 0.00624120, 8.82109367, 0.32885799, 4.01625402, 4.31680937, 41.20382230, 10.12196415, 26.95859271, 8.33511e+08, 5.47534e+07, 4.94739e+42, 2.28224e+42, 6.52294e+42, 4.52032e+42, 0.94926686, 1882.00000000, 0.00000000, 101.8, 6.6, 8.3, 178.00000000, 0.00000000, 41.50000000, 3.00000000, -0.90000000, -0.40000000, NaN, NaN, NaN, NaN, NaN, NaN, 3.88, 243.65, 217.77, 4.11102e+17, NaN, NaN, 2.03, 0.15, 1.58, 1.03, 3.99000000, 7.00000000, 11.60000000, 66.60000000, 880.00000000, 8.75931588, 24.51506645
NGC5485, 14.11981820, 55.00162170, 0.06800000, -2.10000000, S0, 2.51188643, 1.43218790, 168.67, 54.69000000, NaN, 75.4, 92.4, , , , 12.40100000, 10.934, NaN, 15.641, 2171.00000000, 32.50700000, 31.72488087, 8.32400000, 14.42200000, 8.34400000, 13.93800000, 7.30400000, 12.58900000, 6.22700000, 9.61100000, -4.79000000, 16.25000000, NaN, NaN, NaN, NaN, NaN, NaN, 860.00000000, NaN, 5.12000006, 3.85000007, 78.50000000, -13.23970032, 0.00718092, 0.126264, 0.124589, 0.0785153, 0.0577708, 0.0419002, 10.7482, 0.0838876, -1.5993, 0.340415, NaN, NaN, 0, 0, 0.0169161, 0.491525, 14.69153189, 12.84119752, 12.13617210, 11.78722947, 13.18251582, 12.44847653, 12.06220781, 15.78959667, 15.78959667, 0.61879909, -9.82104643, 19.63582021, 2.36111373, 43.75982789, 0.45426598, NaN, 0.00623650, 0.00632756, 9.79730377, 0.12006268, 2.60637400, 2.62941313, 39.51643431, 10.63227062, 26.86054513, NaN, 1.22341e+08, 1.11074e+43, 4.40957e+42, 8.78372e+41, 3.14778e+41, 0.06610336, 1893.00000000, 1.00000000, NaN, NaN, NaN, 74.50000000, 0.00000000, 47.20000000, 2.00000000, 2.00000000, -0.60000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 1.93, 0.13, NaN, NaN, 4.27000000, 7.00000000, 13.40000000, 62.80000000, 309.00000000, 0.00000000, 0.00000000
NGC5520, 14.20633580, 50.34848450, 0.07800000, 3.10000000, Sb, 1.60694125, 2.01372425, 65.48, 63.84000000, 1877.1, 122.69, 136.69, , , , 13.31200000, 12.112, 12.077, 15.314, 2134.40000000, 32.46700000, 31.14583654, 9.64600000, 15.08800000, 9.50300000, 14.51900000, 5.82300000, 11.89000000, 4.03100000, 8.52900000, 31.94000000, 15.47000000, 67.23, 2.88, 62.82, 5.01, 40.53, 11.07, 860.00000000, 360, 4.89000021, 3.71000050, 76.80000305, -13.53559971, 0.0069935, 0.149579, 0.147595, 0.0930136, 0.0684385, 0.0496373, 10.0736, 0.106173, -0.0664149, 0.0547738, 8.51167, 0.0408989, 0.844109, 0.0420142, 0.161943, 0.718844, 14.49998723, 13.50365895, 13.02123421, 12.78266324, 13.68404110, 13.28072952, 12.97303946, 13.48781428, 13.48781428, 0.69920857, -26.45850480, 15.71563128, 1.83270302, 39.28907820, 0.55182351, 8.47919, 0.00620687, 0.00620224, 8.68452295, 0.38352934, 3.87862945, 4.10574096, 40.99273715, 10.05653703, 26.73229372, 4.6846e+08, 3.73605e+07, 3.25577e+42, 1.50189e+42, 3.40347e+42, 2.35639e+42, 0.49484175, 1870.00000000, 0.00000000, 160.6, 8.5, 9.1, 245.10000000, 0.00000000, 59.10000000, 2.00000000, 1.10000000, 0.40000000, NaN, NaN, NaN, NaN, NaN, NaN, 1.2, 1.78, 680.77, 61.42, NaN, NaN, 1.35, 0.18, 2.04, 19.88, 4.26000000, 7.00000000, 12.50000000, 63.30000000, 613.00000000, 4.67007656, 11.43195823
