# %ECSV 1.0
# ---
# datatype:
# - {name: Name, datatype: string, description: Galaxy Name}
# - {name: ledaName, datatype: string, description: Galaxy name as known by LEDA}
# - {name: ledaRA, unit: hourangle, datatype: float64, description: RA J2000 from LEDA /al2000/}
# - {name: ledaDE, unit: deg, datatype: float64, description: DEC J2000 from LEDA /de2000/}
# - {name: ledaMorph, datatype: string, description: Hubble type from LEDA /type/}
# - {name: ledaBar, datatype: string, description: B = bar present from LEDA /bar/}
# - {name: ledaRing, datatype: string, description: R = ring present from LEDA /ring/}
# - {name: ledaMultiple, datatype: string, description: M = multiple system from LEDA /multiple/}
# - {name: ledaType, datatype: float64, description: Morphological type from LEDA /t/}
# - {name: ledaPA, unit: deg, datatype: float64, description: 'PA from LEDA /pa/, N to E'}
# - {name: ledaBt, unit: mag, datatype: float64, description: Apparent B total magnitude from LEDA /bt/}
# - {name: ledaIt, unit: mag, datatype: float64, description: Apparent I total magnitude from LEDA /it/}
# - {name: ledaVmaxg, unit: km / s, datatype: float64, description: HI max v_rot uncorrected for incl from LEDA /vmaxg/}
# - {name: ledaFIR, unit: mag, datatype: float64, description: FIR flux as magnitude from LEDA /mfir/}
# - {name: ledaVrad, unit: km / s, datatype: float64, description: cz from mean data from LEDA /v/}
# - {name: ledaA_Bgal, unit: mag, datatype: float64, description: Galactic A_B from LEDA /ag/}
# - {name: ledaIncl, unit: deg, datatype: float64, description: Morph inclination from LEDA /incl/}
# - {name: ledaVrot, unit: km / s, datatype: float64, description: HI max v_rot corrected for incl from LEDA /vrot/}
# - {name: ledaVvir, unit: km / s, datatype: float64, description: Virgo infall corrected cz from LEDA /vvir/}
# - {name: ledaModz, unit: mag, datatype: float64, description: Dist modulus from LEDA /modz/ based on /vvir/}
# - {name: ledaD25, unit: arcmin, datatype: float64, format: .2f, description: Apparent B diameter from LEDA /logd25/ linearized}
# - {name: ledaAxrat, datatype: float64, format: .4f, description: Minor to major axis ratio from LEDA /logr25/ linearized}
# - {name: ledaAxIncl, unit: deg, datatype: float64, format: .1f, description: Inclination estimated from LEDA axratio using Bottinelli+83}
# - {name: ledaDistMpc, unit: Mpc, datatype: float64, format: .2f, description: Luminosity distance in Mpc corresponding to ledaModz}
# - {name: ledaHIflux, unit: Jy km / s, datatype: float64, format: .2f, description: 21cm flux from LEDA /m21/ linearized}
# - {name: ID, datatype: int64, description: CALIFA ID}
# delimiter: ','
# meta: !!omap
# - {comments: Galaxy Parameters from HyperLEDA}
# - {date: '2022-02-08'}
# schema: astropy-2.0
Name,ledaName,ledaRA,ledaDE,ledaMorph,ledaBar,ledaRing,ledaMultiple,ledaType,ledaPA,ledaBt,ledaIt,ledaVmaxg,ledaFIR,ledaVrad,ledaA_Bgal,ledaIncl,ledaVrot,ledaVvir,ledaModz,ledaD25,ledaAxrat,ledaAxIncl,ledaDistMpc,ledaHIflux,ID
NGC5157,NGC5157,13.4546797,32.0307369,Sa,B,R,,1.1,115.53,14.132,12.296,241.03,,7308.6,0.061,35.43,415.75,7522.2,35.204,1.324341535194665,0.835603018231248,34.310266441671615,109.84998450583767,1.980614708971734,624
NGC5198,NGC5198,13.5031694,46.6708056,E,,,,-4.8,15.0,12.707,,,,2467.6,0.104,48.94,,2723.3,33.005,2.0276827195212817,0.8298507675144224,37.78448592931817,39.90249023621427,,631
NGC5205,NGC5205,13.5010013,62.5115364,SBbc,B,R,,4.0,167.86,13.436,12.097,113.24,13.789,1760.3,0.098,56.05,136.52,2041.5,32.384,1.5848931924611134,0.5902010801718443,54.94570595908507,29.97781671582383,11.934383792107937,630
NGC5216,NGC5216,13.5352457,62.7007228,E,,,M,-4.5,53.99,13.638,12.362,150.11,,2923.9,0.088,83.91,150.96,3205.7,33.358,1.6943378004473288,0.6516283940608427,55.87270144386341,46.94615193825906,3.3946890538007795,633
NGC5218,NGC5218,13.5362216,62.767743,SBb,B,,M,3.1,93.36,13.093,11.814,151.65,10.954,2860.4,0.09,51.12,194.81,3142.3,33.303,1.8365383433483466,0.6576578373554205,50.00833148825181,45.77201167050861,7.655966069112558,634
NGC5267,NGC5267,13.6777662,38.7940386,SBb,B,R,,3.0,53.31,14.132,12.496,69.82,,5918.0,0.052,75.06,72.26,6158.3,34.767,1.5346169827992941,0.358096437102636,71.78990152893542,89.82557377294182,0.7691304402866095,651
NGC5289,NGC5289,13.7524138,41.5033236,SABa,B,R,,2.0,100.04,13.938,12.379,168.86,,2519.4,0.041,85.31,169.43,2768.7,33.036,2.3334580622810033,0.3019951720402016,76.86148231792444,40.476224868787384,7.399459543127229,653
NGC5320,NGC5320,13.8389934,41.3661875,SABc,B,,,5.1,17.42,13.138,11.938,137.01,12.857,2610.8,0.03,61.85,155.4,2861.9,33.098,1.8197008586099834,0.5035006087879048,60.882828040562345,41.648560934074126,17.914306484060244,659
NGC5358,NGC5358,13.9001143,40.2773344,S0-a,B,,,-0.4,137.84,14.576,13.21,131.19,,2408.1,0.043,90.0,131.19,2657.9,32.94,1.1220184543019636,0.3411929116219285,76.89799749415145,38.72576449216169,4.111497211045217,3030
NGC5376,NGC5376,13.9211281,59.5066316,SABa,B,R,,2.4,66.29,12.919,11.557,135.0,12.769,2070.7,0.057,54.75,165.31,2355.6,32.698,1.4825180851459538,0.6208690342300636,53.07295164645227,34.64176410352489,2.1877616239495485,672
NGC5378,NGC5378,13.9475025,37.7972197,Sa,B,R,,1.0,73.36,13.632,12.198,134.16,,2985.8,0.055,41.99,200.55,3230.1,33.358,2.032357010936222,0.7744617978025188,40.50353209925555,46.94615193825906,3.4801663221500374,676
NGC5379,NGC5379,13.9262022,59.7428209,S0,B,R,,-1.7,59.91,14.013,12.63,61.75,,1765.4,0.075,90.0,61.75,2050.6,32.384,2.0558905959841414,0.350751873952568,78.97594814053714,29.97781671582383,6.792036326171836,673
NGC5394,NGC5394,13.9760117,37.4534963,SBb,B,,M,3.1,117.0,13.567,,242.74,11.029,3467.0,0.045,70.75,257.11,3711.0,33.662,2.6302679918953817,0.4083193863326921,68.18294736215347,54.000775906659264,18.197008586099816,680
NGC5402,NGC5402,13.9712707,59.8143016,SBc,B,,,5.0,166.0,14.539,,122.24,12.885,3039.0,0.055,81.23,123.68,3324.9,33.411,1.1324003632355573,0.251188643150958,78.2254848917054,48.10608341479544,3.4737615197265286,679
NGC5406,NGC5406,14.0055879,38.9154284,Sbc,B,,M,3.8,115.03,13.117,11.827,177.34,13.037,5388.6,0.051,45.52,248.54,5637.4,34.569,1.6943378004473288,0.7194489780036994,44.80811078285897,81.99738454574761,4.773094139287511,684
NGC5421NED02,PGC049949,14.0283613,33.8215473,S0,B,,M,-1.6,168.14,15.108,13.682,,,7857.9,0.061,69.19,,8092.7,35.356,1.0,0.5533501092157367,60.7109616121639,117.81484060029273,,686
NGC5423,NGC5423,14.0468424,9.3413177,E-S0,,,,-3.1,75.3,13.816,12.384,240.78,,5912.5,0.133,74.73,249.6,6055.2,34.723,1.5310874616820305,0.5847900841444807,59.84859878867288,88.0237770591344,1.710802987599326,695
NGC5425,NGC5425,14.0132439,48.443878,Sc,,,,6.5,126.65,14.231,13.315,102.93,,2074.3,0.077,77.16,105.57,2344.9,32.661,1.5812480392703836,0.27605778562203453,75.7250404648874,34.056498956736135,6.625215359025821,685
NGC5434B,UGC08967,14.057527,9.467135,Sbc,,,M,4.0,70.84,14.672,13.479,169.29,12.728,5641.6,0.117,90.0,169.29,5785.2,34.632,1.559552502826954,0.186637969083467,85.03249543948483,84.4111855592768,8.464474480976994,699
NGC5439,NGC5439,14.0326865,46.3118823,Sa,,R,,0.5,10.01,14.507,13.246,56.42,13.982,1895.8,0.048,90.0,56.42,2162.6,32.507,1.2735030810166617,0.31550046233746265,77.72119750373074,31.72488087350879,0.4703270964407767,688
NGC5443,NGC5443,14.0366096,55.8140827,Sb,B,,,2.8,31.29,13.113,11.67,163.55,13.804,1796.7,0.059,77.42,167.57,2079.3,32.426,1.6826740610704674,0.33651156937549076,73.48845013619307,30.56328280365971,4.681661397243637,690
NGC5473,NGC5473,14.0786679,54.8925641,E-S0,B,,,-2.6,155.77,12.368,,116.86,,1893.4,0.046,47.72,157.96,2175.6,32.507,1.9906733389871865,0.7726805850957024,42.23559066499483,31.72488087350879,0.939290651618398,703
NGC5475,NGC5475,14.0867782,55.7418526,Sa,,,,0.8,165.77,13.273,11.898,,,1647.2,0.051,90.0,,1930.6,32.254,1.936421963946607,0.29853826189179594,78.80660592005769,28.235793691102966,,705
NGC5480,NGC5480,14.1059949,50.7251039,Sc,,,M,4.9,177.02,12.756,11.707,90.47,11.521,1906.5,0.079,41.47,136.63,2182.9,32.507,1.6749428760264373,0.762079010025412,40.92061980507715,31.72488087350879,7.741052270741206,707
NGC5481,NGC5481,14.1114553,50.7232928,E,,,,-3.9,113.25,13.244,,,,1898.0,0.078,63.9,,2174.5,32.507,1.7619760464116294,0.6950243175887968,50.897209354497654,31.72488087350879,,2707
NGC5485,NGC5485,14.1198186,55.0016262,S0,,,,-2.0,170.25,12.4,10.855,75.4,,1904.5,0.068,54.59,92.52,2187.5,32.507,2.5118864315095797,0.6982324040771714,48.82608427273306,31.72488087350879,5.053589947531671,708
NGC5513,NGC5513,14.2190635,20.416272,S0,,,,-2.0,114.2,13.781,11.865,,,5013.8,0.125,73.33,,5207.6,34.404,2.023019178678272,0.5382697825162883,62.39304606788461,75.99762143610386,,716
NGC5519,NGC5519,14.2391294,7.5159134,SBa,B,,,1.1,76.49,14.505,12.971,167.66,,7449.9,0.124,57.22,199.41,7590.1,35.216,1.7741894808901664,0.6067363295885054,54.6520794364035,110.45871839886301,2.8106062003343983,719
NGC5520,NGC5520,14.206337,50.3484461,Sb,,,,3.1,65.65,13.309,12.112,123.43,12.077,1877.0,0.078,63.85,137.5,2154.7,32.507,1.6069412530128773,0.4965923214503361,61.97670189194152,31.72488087350879,6.779536449241946,715
NGC5522,NGC5522,14.2473217,15.1468368,SBb,B,,,3.1,50.27,13.997,12.52,197.33,12.29,4578.7,0.103,90.0,197.33,4752.2,34.189,1.870682140365801,0.22335722228305316,82.44811419617669,68.83352332539906,7.791121911130922,720
NGC5525,NGC5525,14.2608935,14.2826566,S0,B,,,-1.7,21.22,13.801,11.963,273.61,,5529.4,0.11,70.25,290.71,5699.7,34.601,1.2105981335504823,0.5482769649208538,61.229362235963066,83.21469006867935,0.9602846792093808,723
NGC5532,NGC5532,14.2813659,10.8076728,S0,,,M,-2.1,144.13,12.952,11.436,,,7408.4,0.111,41.06,,7564.4,35.216,2.338837238659355,0.8184647881347898,37.21417578429736,110.45871839886301,,726
NGC5533,NGC5533,14.2688128,35.3437622,SABa,B,,,2.4,28.2,12.676,10.54,205.61,12.77,3863.2,0.064,60.26,236.79,4108.4,33.888,2.8641779699065815,0.5520774392807574,58.24050847445478,59.92389025834776,25.894051057392293,724
NGC5546,NGC5546,14.3025613,7.5645616,E,,,,-4.9,22.09,13.325,11.782,,,7376.9,0.13,51.18,,7519.2,35.204,1.5739828644662197,0.8184647881347898,39.21648401709434,109.84998450583767,,727
NGC5549,NGC5549,14.3107801,7.3773692,S0,,,,-2.0,118.88,13.945,11.969,,,7672.7,0.129,81.19,,7814.4,35.287,1.5310874616820305,0.4920395356814509,66.25952137505872,114.1300480213992,,730
NGC5557,NGC5557,14.3071453,36.493565,E,,,,-4.7,97.0,11.931,,,,3213.0,0.026,90.0,,3462.3,33.515,2.2803420720004186,0.4897788193684462,72.80687598064472,50.46612975635287,,729
NGC5559,NGC5559,14.3202197,24.7987266,Sb,B,,,3.1,65.43,14.809,12.81,175.85,13.029,5158.2,0.085,81.46,177.83,5371.0,34.471,1.306170888131842,0.29241523778433354,76.54848321426775,78.3790508535616,4.285485203974389,732
NGC5580,NGC5580,14.3606691,35.2049047,S0,,,,-2.2,137.0,13.553,,,,3208.8,0.072,30.75,,3455.8,33.515,1.5417004529495593,0.8953647655495938,27.989059798177983,50.46612975635287,,734
NGC5587,NGC5587,14.3696449,13.9180123,S0-a,B,,,0.1,161.71,13.791,12.191,182.22,,2293.9,0.1,90.0,182.22,2465.6,32.77,2.1281390459827123,0.31550046233746265,78.4302114956966,35.80964371026366,9.558725718846901,736
NGC5598,NGC5598,14.3745205,40.3197938,S0,,R,,-2.3,51.05,14.097,12.464,,,5429.7,0.031,62.06,,5690.4,34.585,1.5452544395384142,0.6382634861905486,54.31074054637114,82.60379495771792,,738
NGC5602,NGC5602,14.3718998,50.5013706,Sa,,R,,0.8,167.33,13.365,11.356,,,2221.0,0.086,64.77,,2502.0,32.805,1.306170888131842,0.5236004365857502,61.126868669486576,36.391503612720705,,737
NGC5610,NGC5610,14.4063772,24.6140837,SBab,B,,,1.6,104.62,14.293,12.309,185.98,11.435,5054.3,0.095,79.68,189.04,5268.6,34.421,1.7298163592151015,0.3491403154785861,73.54437452499998,76.59492583728877,2.8575905433749393,742
NGC5611,NGC5611,14.4013283,33.0474667,S0,,,,-1.9,64.99,13.455,12.083,,,1954.5,0.048,90.0,,2196.2,32.546,1.3583134465871542,0.43151907682776525,71.35306159996344,32.299812405956246,,739
NGC5614,NGC5614,14.402108,34.858852,Sab,,R,M,1.7,150.0,12.568,,68.85,12.324,3896.6,0.068,36.23,116.49,4143.6,33.909,2.426610095082416,0.8260379495771787,35.20808622152757,60.50621691582962,2.823579369110296,740
NGC5616,NGC5616,14.4057558,36.4613632,SBbc,B,,,4.0,157.87,14.555,12.524,278.24,12.484,8422.0,0.041,90.0,278.24,8673.5,35.509,2.1281390459827123,0.1909853258566238,84.50008828893267,126.41540489485821,4.285485203974389,741
NGC5622,NGC5622,14.4367205,48.5639674,Sb,,R,,3.1,85.71,14.144,12.899,148.13,,3871.8,0.098,58.23,174.23,4150.8,33.909,1.336595516546442,0.5688529308438415,56.76574790573917,60.50621691582962,4.638739667560305,743
NGC5623,NGC5623,14.4524055,33.2525115,E,B,,,-4.7,17.0,13.65,,,,3359.1,0.04,90.0,,3602.6,33.59,1.6519617982290151,0.6531305526474723,56.07213798054345,52.23961889991208,,746
NGC5630,NGC5630,14.4601722,41.2577621,SBd,B,,,7.8,95.74,13.605,12.983,106.43,12.625,2672.1,0.05,90.0,106.43,2936.8,33.159,1.4791083881682072,0.35399734108343467,70.24763473336161,42.8351211945938,10.111137119549056,749
NGC5631,NGC5631,14.4425796,56.5826269,S0,,,,-2.0,133.0,12.48,,165.36,,1953.4,0.088,0.0,,2243.5,32.585,1.9453600816226626,1.0,0.0,32.88516308759833,4.211143104363176,744
NGC5633,NGC5633,14.4578802,46.1465238,Sb,,R,,3.2,10.86,13.105,11.723,125.4,11.825,2325.8,0.071,50.75,161.94,2600.8,32.907,1.0889300933334334,0.662216503701762,49.62290912641076,38.14169596669381,8.79022516830884,748
NGC5635,NGC5635,14.4754834,27.4090213,Sb,,,,3.2,64.25,13.663,11.281,363.46,,4318.2,0.104,72.93,380.2,4543.8,34.093,2.6242185433844423,0.37931498497368193,70.16677095090635,65.85670531543794,13.280058862437281,750
NGC5642,NGC5642,14.4870892,30.0264653,E,B,,,-4.7,125.55,14.204,,,,4311.3,0.084,90.0,,4545.8,34.093,1.7741894808901664,0.6367955209079158,57.65568792552189,65.85670531543794,,752
NGC5656,NGC5656,14.5070848,35.3209722,Sab,,,,2.0,57.21,12.835,11.646,162.93,11.815,3147.2,0.066,47.59,220.68,3397.8,33.464,1.2618275345906707,0.7079457843841379,46.17554012268867,49.29467413122059,6.211550208324414,753
NGC5657,NGC5657,14.5121139,29.1807544,Sb,B,R,,3.1,168.16,14.344,12.678,151.67,12.695,3964.9,0.08,71.07,160.34,4197.2,33.931,1.7498466886246575,0.40364539296760493,68.51085380120143,61.12234388984107,8.896107044092288,754
NGC5659,NGC5659,14.5183681,25.3550738,SBb,B,R,,3.1,44.6,14.747,12.723,157.42,,4491.3,0.164,82.32,158.84,4710.9,34.17,1.7906058540352938,0.28575905433749466,77.06160610324814,68.23386941416705,3.0338911841942657,755
NGC5665,NGC5665,14.5404878,8.0785656,Sc,B,R,M,5.0,149.85,12.606,11.862,104.25,11.058,2233.0,0.108,53.13,130.31,2384.1,32.698,1.8836490894898004,0.6208690342300636,52.451643216531785,34.64176410352489,5.649369748123021,756
NGC5675,NGC5675,14.5443997,36.3022219,SBab,B,,M,1.7,135.17,13.822,12.077,244.51,13.377,3972.4,0.08,83.94,245.89,4226.5,33.951,2.2698648518838223,0.31915378551007617,75.80100753633076,61.68790197459379,4.051352202292632,757
NGC5682,NGC5682,14.5791894,48.669722,Sb,B,,,3.2,136.07,14.797,13.792,99.19,13.731,2276.9,0.14,73.58,103.41,2558.7,32.873,0.6456542290346556,0.37153522909717257,70.71508086537617,37.5491404609842,4.070052394402333,758
NGC5684,NGC5684,14.5972672,36.5431881,S0,,,,-2.2,100.65,13.64,13.595,,,4093.4,0.046,44.26,,4349.3,34.013,1.409288798421875,0.7925013304804718,39.99311774343476,63.47460398326994,,761
NGC5687,NGC5687,14.5812169,54.4757598,E-S0,,,,-3.2,103.34,12.591,,,,2113.3,0.049,79.12,,2403.2,32.734,2.4099054286865944,0.5688529308438415,61.3962935057544,35.2208635618468,,759
NGC5689,NGC5689,14.5915795,48.7415561,S0-a,B,,,0.4,85.75,12.74,,195.63,13.73,2168.2,0.152,90.0,195.63,2450.3,32.77,3.6643757464783335,0.24774220576332856,86.60679736373713,35.80964371026366,1.7346026278792848,760
NGC5714,NGC5714,14.6365301,46.6382986,SBc,B,,,5.8,81.71,14.096,12.482,153.96,12.807,2238.4,0.064,90.0,153.96,2517.6,32.839,2.837919028441557,0.1753880501841761,83.70517356394215,36.965790681932724,16.17335055799849,763
NGC5720,NGC5720,14.6425816,50.8152879,SBb,B,R,,3.1,131.98,14.454,12.96,194.81,,7783.0,0.068,52.05,247.06,8069.2,35.356,1.9010782799232997,0.6471426157485831,50.83624500946942,117.81484060029273,4.168693834703351,764
NGC5730,NGC5730,14.6644928,42.7423322,Sm,,,,9.2,88.73,14.452,13.338,121.88,13.11,2526.6,0.069,90.0,121.88,2798.7,33.067,2.0090928126087277,0.19054607179632474,80.5094428900912,41.05820889699133,11.934383792107937,766
NGC5731,NGC5731,14.669225,42.7795421,Sc,,,,4.9,115.24,14.099,13.581,85.03,,2515.0,0.072,82.13,85.84,2787.2,33.036,1.5031419660900225,0.2443430552693972,78.80263997912496,40.476224868787384,11.076434916697421,767
NGC5732,NGC5732,14.6774938,38.6377297,Sbc,,,,4.0,42.34,14.341,13.34,283.4,13.65,3735.5,0.067,60.76,324.78,3998.4,33.823,1.2302687708123818,0.5272298614228227,59.504809357417855,58.15673277185147,,768
NGC5735,NGC5735,14.7092354,28.7264273,Sbc,B,R,M,3.6,49.55,13.657,12.578,103.58,13.234,3730.2,0.074,44.22,148.5,3965.7,33.8,2.0044720273651615,0.7362070974947361,43.40213087159146,57.54399373371564,15.233510631495674,771
NGC5739,NGC5739,14.7080139,41.84225,S0-a,B,R,,-0.9,43.5,13.272,,,,5564.1,0.073,49.68,,5835.0,34.647,1.7458221529205038,0.7194489780036994,46.266016442846144,84.99629594496193,,770
NGC5772,NGC5772,14.8608022,40.5992007,Sb,,R,,3.0,32.01,13.708,12.14,235.12,13.672,4873.1,0.081,73.12,245.71,5144.2,34.37,1.3803842646028848,0.3801893963205612,70.21822449762148,74.81695005111537,5.582130689177259,777
NGC5784,NGC5784,14.9045693,42.557903,S0,,,M,-1.9,34.0,13.655,,,13.157,5370.0,0.094,27.47,,5646.1,34.569,1.4825180851459538,0.9141132414702502,25.205476119862876,81.99738454574761,,778
NGC5794,NGC5794,14.9315627,49.726084,S0-a,B,R,,0.0,143.26,14.318,12.665,,,4188.2,0.077,35.12,,4477.4,34.073,1.0739894123412446,0.84527884516029,33.50600363308514,65.25292741192514,,2780
NGC5797,NGC5797,14.940015,49.6961014,S0-a,,,M,-0.3,107.52,13.513,,,,4032.0,0.078,56.28,,4321.2,33.993,1.5812480392703836,0.6397348354826481,52.72853360085693,62.89266531604166,,780
NGC5829,NGC5829,15.0450006,23.3336126,Sc,,,M,5.3,40.96,13.971,12.951,76.48,,5686.1,0.193,41.45,115.55,5910.6,34.678,1.419057521689092,0.7603262769401818,41.03223468086061,86.21840810727005,8.519223264285463,784
NGC5876,NGC5876,15.1587724,54.5064656,SBab,B,R,,1.5,48.22,13.707,12.076,221.57,,3254.1,0.057,68.09,238.82,3552.2,33.565,2.4603676041476277,0.4698941086052154,64.67106792907477,51.64163692720705,2.992264636608183,787
NGC5888,NGC5888,15.2187184,41.2646586,Sbc,B,,M,3.7,156.69,14.173,12.592,,,8709.7,0.093,54.58,,8988.4,35.592,1.3304544179780915,0.610942024905572,53.4693292589405,131.3409036532733,,789
NGC5908,NGC5908,15.2786653,55.4095087,SBb,B,,,3.0,153.45,12.805,10.711,314.56,11.188,3332.8,0.065,65.31,346.21,3633.1,33.614,3.372873086588689,0.4786300923226383,63.288505153394844,52.820194976999645,14.282360800191817,791
NGC5928,NGC5928,15.4341321,18.0736438,S0,,,,-2.1,103.15,13.683,11.991,,,4460.5,0.231,59.21,,4673.4,34.17,1.6405897731995396,0.6561452663029054,52.59407069665771,68.23386941416705,,794
NGC5929,NGC5929,15.4350413,41.6706914,Sa,,,M,1.3,38.0,14.071,12.612,111.77,,2549.7,0.104,24.41,270.45,2832.4,33.068,0.9036494737223015,0.9204495717531713,23.617869078616682,41.07712125533874,3.1622776601683795,2795
NGC5930,NGC5930,15.4355388,41.6760604,SABa,B,,M,2.3,173.28,13.177,10.426,106.1,10.797,2588.2,0.104,70.45,112.59,2871.0,33.098,1.8492686189780778,0.42657951880159267,67.32460087693211,41.648560934074126,2.5421431362049343,795
NGC5934,NGC5934,15.4702123,42.9299198,SBa,B,,M,1.0,4.93,14.444,12.756,,12.735,5563.4,0.127,68.65,,5849.1,34.647,0.6109420249055721,0.4753352259428053,64.59158526734994,84.99629594496193,,796
NGC5935,NGC5935,15.4713121,42.9441413,SBa,B,,M,0.5,36.62,14.845,13.129,,,5330.7,0.128,70.33,,5616.4,34.569,0.8511380382023767,0.4709773263969529,65.2796538149606,81.99738454574761,,2796
NGC5947,NGC5947,15.510164,42.7171558,SBbc,B,,,3.7,45.24,14.584,13.107,,13.525,5934.6,0.141,47.25,,6220.5,34.782,1.1668096170609625,0.7014552984199712,46.33534700077922,90.44821490475891,,4034
NGC5950,NGC5950,15.5252216,40.4300635,SBb,B,R,M,3.2,37.84,14.555,13.292,187.4,13.527,2615.1,0.117,63.33,209.72,2896.6,33.129,1.2531411749414163,0.5023425895223871,61.53104754961674,42.24740129875452,4.7863009232263805,3034
NGC5951,NGC5951,15.5619624,15.0072234,SBc,B,,,5.2,4.13,13.671,12.551,120.75,13.384,1778.5,0.209,84.6,121.29,1981.7,32.298,3.0338911841942706,0.21827299118430013,80.5886751625444,28.81376434839703,15.024499029989123,799
NGC5953,NGC5953,15.575665,15.1937933,S0-a,,,M,0.1,6.0,12.983,,61.58,10.567,1969.8,0.211,43.94,88.75,2173.9,32.507,1.4723125024327188,0.7638357835776907,41.78437205291661,31.72488087350879,5.87759963680599,801
NGC5954,NGC5954,15.5764252,15.1992225,SABc,B,,M,5.9,19.17,12.81,,111.38,,1924.6,0.212,63.56,124.39,2128.7,32.467,1.0209394837076797,0.47315125896148047,62.78297105709914,31.145836540121316,9.664958643142132,2801
NGC5957,NGC5957,15.5897826,12.04757,Sb,B,R,,2.9,96.0,13.562,11.965,42.1,13.149,1820.4,0.188,17.52,139.9,2011.9,32.341,2.4434305526939717,0.9571940712948445,17.13278672343499,29.390028011711482,18.65520389100593,803
NGC5966,NGC5966,15.5978098,39.7689601,E,,,,-4.9,87.88,13.138,12.173,187.19,,4503.9,0.093,90.0,187.19,4785.0,34.208,1.5275660582380723,0.6441692655151773,57.31907509395468,69.43844712409815,0.4998043135782392,806
NGC5971,NGC5971,15.5935814,56.4616827,Sa,,R,,1.1,132.19,14.719,13.126,,,3363.9,0.036,73.19,,3668.4,33.638,1.2531411749414163,0.4255984131337431,68.20755104823779,53.40722340937608,,804
NGC5980,NGC5980,15.6917825,15.7876763,Sbc,,,,4.4,14.49,13.21,,194.96,11.657,4087.1,0.15,76.43,200.56,4295.6,33.972,1.6330519478943348,0.31550046233746265,73.98454339753215,62.28737089440294,8.218640803889047,810
NGC5987,NGC5987,15.6659436,58.0795287,Sb,,,,2.9,60.0,12.72,10.35,275.17,,3006.2,0.068,76.42,283.09,3312.3,33.411,3.8370724549227884,0.34514373933585624,72.78823615656465,48.10608341479544,11.035702899640139,809
NGC6004,NGC6004,15.8396439,18.9392466,Sc,B,,,4.8,95.48,13.368,12.066,104.47,12.804,3818.8,0.175,38.86,166.5,4041.6,33.845,1.892343618644975,0.7888601176185545,38.45290630433934,58.74893525297766,2.4888573182823874,813
NGC6020,NGC6020,15.9522607,22.4045495,E,,,,-4.8,136.14,13.759,12.247,,,4304.2,0.282,90.0,,4541.1,34.093,1.7378008287493754,0.6324118513762195,58.274936443647455,65.85670531543794,,815
NGC6021,NGC6021,15.958526,15.9560201,E,,,,-4.0,157.97,14.079,12.451,,,4740.2,0.169,90.0,,4953.3,34.281,1.5452544395384142,0.5861381645140287,61.162408220793615,71.81249238834741,,816
NGC6023,NGC6023,15.9637829,16.3101706,E,,,,-4.8,66.82,14.248,12.47,,,11096.9,0.166,69.42,,11311.4,36.097,1.6069412530128773,0.7194489780036994,49.69766714917496,165.72956864772084,,2944
NGC6027,NGC6027E,15.9868219,20.7633378,S0-a,B,,M,-1.5,81.08,14.394,13.06,,,4394.0,0.238,67.09,,4625.5,34.132,2.2750974307720706,0.5649369748123025,59.66958950925821,67.0501880162841,,819
NGC6032,NGC6032,16.0503148,20.9559748,Sb,B,,,3.1,1.13,14.35,12.788,135.79,13.912,4326.4,0.392,55.07,165.63,4559.4,34.113,0.8317637711026711,0.6095368972401691,53.731156759337516,66.46606990710733,6.171631684555832,820
NGC6060,NGC6060,16.0977736,21.4849331,SABc,B,R,,4.8,103.34,14.083,11.649,214.23,12.288,4404.3,0.347,59.49,248.66,4639.8,34.151,1.892343618644975,0.5382697825162883,58.515443177365675,67.63943948096029,25.515260109096687,821
NGC6063,NGC6063,16.1202739,7.978973,Sc,,,M,5.8,157.07,13.948,12.584,124.68,,2845.1,0.201,60.26,143.58,3027.1,33.217,1.6292960326397221,0.5211947111050804,59.502170194764744,43.99466347160462,6.779536449241946,823
NGC6081,NGC6081,16.2157929,9.8671048,S0,,,,-1.8,130.67,14.331,12.389,280.93,,5114.1,0.192,90.0,280.93,5305.5,34.438,1.5523870099580825,0.3622429984166986,77.94873570202394,77.19692476102523,1.9860949173573668,826
NGC6090,NGC6090,16.194649,52.4565388,Sab,,,M,1.7,-25.0,14.533,,92.38,11.181,8855.2,0.086,70.99,97.71,9161.8,35.633,0.43351087838752894,0.4335108783875289,67.1946228039606,133.844336764991,3.191537855100756,2945
NGC6125,NGC6125,16.3198732,57.9841256,E,,,,-4.9,159.0,12.997,,,,4810.0,0.054,0.0,,5120.8,34.352,1.3772094688939467,1.0,0.0,74.19933277899425,,829
NGC6132,NGC6132,16.3941192,11.7862551,Sab,,,,2.0,126.5,14.709,13.453,154.64,13.708,4964.9,0.314,79.87,157.09,5166.3,34.387,1.282330582656022,0.33496543915782767,74.26070457930723,75.40497494853079,11.598451211901645,831
NGC6146,NGC6146,16.4195407,40.8926984,E,,,,-4.8,82.77,13.511,11.242,,15.06,8816.8,0.036,60.7,,9108.7,35.623,1.6595869074375607,0.7585775750291838,45.68149858676914,133.22937789769384,,832
NGC6150,NGC6150,16.4305502,40.4887002,E,,,,-4.5,74.19,14.476,12.661,36.27,13.572,8742.3,0.036,90.0,36.27,9033.5,35.603,1.6106456351782708,0.5260172663907061,68.14399759272946,132.00792361922575,2.329163630213965,835
