# (1) Name
# (2) QC_flag  0:OK;1:BAD;2:WARNING
# (3) Reason   0:OK,1:partially covered/too large,2:bad quality,3:not good quality,4:too small,5:repeated, 6:Crowded with field stars, 7:Bright single field star, 8:Scale factor is clearly wrong, 9:Wrong convolucion, 10:Integrated and resolved masses do not match, 11:pyPipe3D fitting issues
# (4) multiple 0:single,1:multiple
NGC6154,2,7,0
NGC6155,2,7,0
NGC6166NED01,2,7,1
NGC6168,0,0,0
NGC6173,0,0,0
NGC6186,2,7,0
NGC6251,2,7,0
NGC6261,2,7,0
NGC6264,1,1,0
NGC6278,2,7,0
NGC6285,2,7,0
NGC6286,2,7,0
NGC6301,2,7,0
NGC6310,0,0,0
NGC6314,2,7,0
NGC6323,0,0,0
NGC6338,2,7,0
NGC6361,2,7,0
NGC6373,0,0,0
NGC6394,2,7,0
NGC6411,2,7,0
NGC6427,2,7,0
NGC6478,2,7,0
NGC6497,2,7,0
NGC6515,2,7,0
NGC6762,2,7,0
NGC6786,2,7,0
NGC6789,2,6,0
NGC6941,2,6,0
NGC6945,2,7,0
NGC6946P1,1,1,0
NGC6946P2,1,1,0
NGC6946P3,1,1,0
NGC6946P4,1,1,0
NGC6946P5,1,2,0
NGC6946P6,1,1,0
NGC6962,2,7,0
NGC6977,2,6,0
NGC6978,2,6,0
NGC7025,2,6,0
NGC7047,2,7,0
NGC7052,2,6,0
NGC7194,2,6,0
NGC7236,0,0,0
NGC7250,2,6,0
NGC7253AF1,1,1,1
NGC7253AF2,1,2,1
NGC7253B2,1,1,1
NGC7253B,1,5,1
NGC7253C2,1,2,1
NGC7253C,1,2,1
NGC7311,0,0,0
NGC7321,2,7,0
NGC7364,0,0,0
NGC7436B,2,3,0
NGC7457NW,2,3,0
NGC7457SE,1,1,0
NGC7457,0,0,0
NGC7461,2,8,0
NGC7466,0,0,0
NGC7469,2,7,0
NGC7489,2,6,0
NGC7503,2,7,0
NGC7536,0,0,0
NGC7549,2,3,0
NGC7550,0,0,0
NGC7559B,0,0,1
NGC7562,0,0,0
NGC7563,2,7,0
NGC7591,2,7,0
NGC7608,0,0,0
NGC7611,0,0,0
NGC7619,0,0,0
NGC7623,2,7,0
NGC7625,0,0,0
NGC7631,0,0,0
NGC7653,2,7,0
NGC7671,0,0,0
NGC7683,0,0,0
NGC7684,2,7,0
NGC7691,1,2,0
NGC7711,1,2,0
NGC7716,0,0,0
NGC7722,2,7,0
NGC7738,2,7,0
NGC7768,0,0,0
NGC7782,2,7,0
NGC7783NED01,2,7,0
NGC7787,2,7,0
NGC7800,2,7,0
NGC7803,2,3,0
NGC7814f1b,1,1,0
NGC7814f2d,1,2,0
NGC7819,0,0,0
NGC7824,0,0,0
NGC784,2,10,0
PGC0014370,2,7,0
PGC0035860,2,7,0
PGC0063016,2,6,0
PGC0067911,2,6,0
PGC0213858,0,0,0
PGC042068,0,0,0
PGC070520,2,7,0
PGC10254,0,0,0
PGC10652,2,6,0
PGC10738,2,8,0
PGC11179,0,0,0
PGC12562N,1,5,0
PGC12562,2,6,0
PGC1481751,2,3,0
PGC213672,0,0,0
PGC3086846,1,1,0
PGC32873,2,7,0
PGC37426,0,0,0
PGC63932,1,6,0
PGC74050,0,0,0
PRCC-02,2,3,0
PS15sv,1,6,0
PSNJ08351668+4819011,2,3,0
