# %ECSV 0.9
# ---
# datatype:
# - {name: Name, datatype: string, description: Galaxy Name}
# - {name: r_arcs, unit: arcsec, datatype: float64, description: outer radius of ring in arcsec}
# - {name: r_kpc, unit: kpc, datatype: float64, format: 10.3f, description: outer radius of ring in kpc}
# - {name: r_r25, unit: '', datatype: float64, format: 10.3f, description: outer radius of ring as frac of opt radius}
# - {name: npix, datatype: int64, description: number of available pixels in the ring}
# - {name: ngood, datatype: int64, description: number of unmasked pixels in the ring}
# - {name: ico_avg, unit: K km / s, datatype: float64, format: 10.3f, description: average face-on intensity in ring if ngood/npix > 0.1
#     and setting blanks to zero}
# - {name: ico_rms, unit: K km / s, datatype: float32, description: rms face-on intensity in ring for unmasked pixels}
# - {name: detlim, unit: K km / s, datatype: float64, format: 10.3f, description: 3 sigma detection limit based on emom0max}
# - {name: sigmol, unit: solMass / pc2, datatype: float64, format: 10.3f, description: average face-on surface density including He with
#     alphaco=4.3}
# - {name: cumlum, unit: K km pc2 / s, datatype: float32, format: 10.4e, description: total CO luminosity within the given radius}
# - {name: cummass, unit: solMass, datatype: float32, format: 10.4e, description: total molecular gas mass within the given radius}
# delimiter: ','
# schema: astropy-2.0
Name,r_arcs,r_kpc,r_r25,npix,ngood,ico_avg,ico_rms,detlim,sigmol,cumlum,cummass
NGC5953,55.5,7.649,1.257,938,164,0.739,3.0593169,1.764,3.178,7.1223e+08,3.0626e+09
NGC5953,58.5,8.063,1.324,995,150,0.095,1.1293064,1.959,0.408,7.1422e+08,3.0712e+09
NGC5953,61.5,8.476,1.392,1018,119,-0.217,1.1918405,2.204,-0.932,7.0956e+08,3.0511e+09
NGC5953,64.5,8.890,1.460,981,11,nan,nan,2.684,nan,7.0956e+08,3.0511e+09
NGC5980,1.5,0.432,0.031,13,13,17.529,1.0418894,4.308,75.376,4.6762e+07,2.0108e+08
NGC5980,4.5,1.295,0.092,32,32,14.534,1.9186844,2.738,62.495,1.4220e+08,6.1145e+08
NGC5980,7.5,2.158,0.153,59,59,11.537,2.206716,1.981,49.611,2.8188e+08,1.2121e+09
NGC5980,10.5,3.022,0.214,79,79,9.174,2.2608302,1.625,39.449,4.3060e+08,1.8516e+09
NGC5980,13.5,3.885,0.276,102,102,7.161,2.1768703,1.361,30.792,5.8049e+08,2.4961e+09
NGC5980,16.5,4.748,0.337,127,127,5.562,2.0087075,1.176,23.916,7.2543e+08,3.1193e+09
NGC5980,19.5,5.611,0.398,142,142,4.303,1.773078,1.067,18.502,8.5081e+08,3.6585e+09
NGC5980,22.5,6.475,0.459,177,177,2.775,1.3872433,0.921,11.934,9.5161e+08,4.0919e+09
NGC5980,25.5,7.338,0.520,192,192,1.728,1.0759503,0.862,7.430,1.0197e+09,4.3847e+09
NGC5980,28.5,8.201,0.582,217,217,0.957,0.8752712,0.799,4.117,1.0623e+09,4.5680e+09
NGC5980,31.5,9.065,0.643,241,241,0.358,0.78284156,0.753,1.541,1.0800e+09,4.6442e+09
NGC5980,34.5,9.928,0.704,259,259,0.145,0.6384829,0.727,0.622,1.0877e+09,4.6772e+09
NGC5980,37.5,10.791,0.765,290,284,0.052,0.52269953,0.695,0.224,1.0908e+09,4.6906e+09
NGC5980,40.5,11.654,0.827,305,233,0.054,0.4420007,0.697,0.230,1.0942e+09,4.7050e+09
NGC5980,43.5,12.518,0.888,329,146,0.040,0.31258142,0.698,0.171,1.0969e+09,4.7165e+09
NGC5980,46.5,13.381,0.949,357,75,-0.022,0.16743422,0.702,-0.095,1.0952e+09,4.7096e+09
NGC5980,49.5,14.244,1.010,370,36,nan,nan,0.734,nan,1.0952e+09,4.7096e+09
NGC5980,52.5,15.108,1.072,408,16,nan,nan,0.741,nan,1.0952e+09,4.7096e+09
NGC5980,55.5,15.971,1.133,417,3,nan,nan,0.787,nan,1.0952e+09,4.7096e+09
NGC6004,1.5,0.401,0.026,23,23,16.991,2.4800413,6.106,73.063,3.5192e+07,1.5133e+08
NGC6004,4.5,1.204,0.079,65,65,9.615,3.9181743,3.570,41.346,9.1473e+07,3.9333e+08
NGC6004,7.5,2.007,0.132,115,115,3.811,3.1500442,2.657,16.389,1.3094e+08,5.6306e+08
NGC6004,10.5,2.810,0.185,160,160,2.621,2.470788,2.201,11.269,1.6870e+08,7.2541e+08
NGC6004,13.5,3.613,0.238,195,195,3.442,2.0756574,1.951,14.799,2.2914e+08,9.8528e+08
NGC6004,16.5,4.416,0.291,253,253,2.960,1.6559131,1.704,12.729,2.9658e+08,1.2753e+09
NGC6004,19.5,5.219,0.343,290,290,1.322,1.3086505,1.601,5.684,3.3110e+08,1.4237e+09
NGC6004,22.5,6.022,0.396,343,343,0.567,0.9550877,1.498,2.438,3.4861e+08,1.4990e+09
NGC6004,25.5,6.825,0.449,381,378,0.819,0.97329205,1.465,3.523,3.7672e+08,1.6199e+09
NGC6004,28.5,7.628,0.502,425,424,0.706,0.896654,1.437,3.038,4.0376e+08,1.7362e+09
NGC6004,31.5,8.431,0.555,470,450,0.127,0.9817683,1.420,0.544,4.0911e+08,1.7592e+09
NGC6004,34.5,9.234,0.608,516,398,-0.046,1.1394188,1.419,-0.200,4.0696e+08,1.7499e+09
NGC6004,37.5,10.037,0.661,566,241,0.302,0.8949288,1.425,1.300,4.2236e+08,1.8162e+09
NGC6004,40.5,10.840,0.713,608,174,0.336,0.85434544,1.450,1.443,4.4074e+08,1.8952e+09
NGC6004,43.5,11.642,0.766,646,165,0.485,1.2654102,1.494,2.086,4.6895e+08,2.0165e+09
NGC6004,46.5,12.445,0.819,699,160,0.454,1.3062475,1.532,1.950,4.9750e+08,2.1393e+09
NGC6004,49.5,13.248,0.872,747,140,0.221,0.9976257,1.590,0.951,5.1239e+08,2.2033e+09
NGC6004,52.5,14.051,0.925,790,107,0.182,0.77907556,1.670,0.784,5.2535e+08,2.2590e+09
NGC6004,55.5,14.854,0.978,829,71,nan,nan,1.764,nan,5.2535e+08,2.2590e+09
NGC6004,58.5,15.657,1.030,869,43,nan,nan,2.016,nan,5.2535e+08,2.2590e+09
NGC6004,61.5,16.460,1.083,927,18,nan,nan,2.298,nan,5.2535e+08,2.2590e+09
NGC6060,1.5,0.460,0.026,14,14,10.092,0.3464416,4.497,43.394,3.0625e+07,1.3169e+08
NGC6060,4.5,1.380,0.079,34,34,9.214,0.8191721,2.835,39.620,9.8530e+07,4.2368e+08
NGC6060,7.5,2.299,0.132,64,64,7.243,1.3316581,1.987,31.147,1.9902e+08,8.5577e+08
NGC6060,10.5,3.219,0.185,84,84,4.683,1.7569373,1.632,20.138,2.8429e+08,1.2224e+09
NGC6060,13.5,4.139,0.238,109,109,3.160,1.5710673,1.356,13.590,3.5896e+08,1.5435e+09
NGC6060,16.5,5.059,0.291,138,138,2.452,1.2097561,1.166,10.542,4.3229e+08,1.8589e+09
NGC6060,19.5,5.979,0.343,156,156,2.455,1.2726822,1.059,10.557,5.1531e+08,2.2158e+09
NGC6060,22.5,6.898,0.396,189,189,2.216,1.429413,0.958,9.530,6.0611e+08,2.6063e+09
NGC6060,25.5,7.818,0.449,203,203,2.040,1.2395259,0.911,8.774,6.9589e+08,2.9923e+09
NGC6060,28.5,8.738,0.502,236,236,1.792,1.3343076,0.838,7.705,7.8756e+08,3.3865e+09
NGC6060,31.5,9.658,0.555,260,260,1.643,1.5185778,0.804,7.064,8.8014e+08,3.7846e+09
NGC6060,34.5,10.578,0.608,279,279,1.159,1.1162119,0.797,4.986,9.5026e+08,4.0861e+09
NGC6060,37.5,11.497,0.661,307,307,0.507,0.71125925,0.787,2.182,9.8403e+08,4.2313e+09
NGC6060,40.5,12.417,0.713,323,317,0.111,0.644813,0.801,0.479,9.9183e+08,4.2649e+09
NGC6060,43.5,13.337,0.766,367,341,0.087,0.6890285,0.783,0.373,9.9874e+08,4.2946e+09
NGC6060,46.5,14.257,0.819,374,314,0.256,0.76872176,0.825,1.101,1.0195e+09,4.3839e+09
NGC6060,49.5,15.176,0.872,404,269,0.251,0.5531824,0.841,1.078,1.0415e+09,4.4783e+09
NGC6060,52.5,16.096,0.925,434,181,0.063,0.3004687,0.859,0.271,1.0474e+09,4.5038e+09
NGC6060,55.5,17.016,0.978,444,120,-0.065,0.25660956,0.913,-0.278,1.0412e+09,4.4771e+09
NGC6060,58.5,17.936,1.030,490,35,nan,nan,0.930,nan,1.0412e+09,4.4771e+09
NGC6060,61.5,18.856,1.083,493,11,nan,nan,0.993,nan,1.0412e+09,4.4771e+09
NGC6063,1.5,0.296,0.031,16,2,-0.228,0.6095219,5.910,-0.981,-2.5558e+05,-1.0990e+06
NGC6063,4.5,0.888,0.092,45,15,-0.349,0.6167313,3.533,-1.501,-1.3553e+06,-5.8277e+06
NGC6063,7.5,1.480,0.153,80,29,0.068,0.68550885,2.665,0.292,-9.7543e+05,-4.1944e+06
NGC6063,10.5,2.072,0.215,109,43,0.550,0.93358654,2.303,2.365,3.2209e+06,1.3850e+07
NGC6063,13.5,2.664,0.276,145,57,0.704,1.0134299,2.019,3.027,1.0365e+07,4.4568e+07
NGC6063,16.5,3.256,0.338,170,67,0.661,0.9785224,1.891,2.842,1.8229e+07,7.8386e+07
NGC6063,19.5,3.848,0.399,207,77,0.465,0.76417845,1.746,2.000,2.4966e+07,1.0736e+08
NGC6063,22.5,4.440,0.460,235,82,0.400,0.72815603,1.675,1.720,3.1546e+07,1.3565e+08
NGC6063,25.5,5.032,0.522,273,88,0.338,0.85103816,1.591,1.454,3.8008e+07,1.6343e+08
NGC6063,28.5,5.624,0.583,293,84,0.238,0.7178198,1.580,1.024,4.2892e+07,1.8443e+08
NGC6063,31.5,6.216,0.644,327,66,0.109,0.3721581,1.547,0.469,4.5386e+07,1.9516e+08
NGC6063,34.5,6.808,0.706,366,48,0.029,0.19603118,1.516,0.124,4.6122e+07,1.9833e+08
NGC6063,37.5,7.400,0.767,393,37,nan,nan,1.528,nan,4.6122e+07,1.9833e+08
NGC6063,40.5,7.991,0.829,428,17,nan,nan,1.531,nan,4.6122e+07,1.9833e+08
NGC6155,1.5,0.252,0.038,19,19,8.016,0.43787962,5.934,34.470,6.0285e+06,2.5923e+07
NGC6155,4.5,0.755,0.113,61,61,6.974,1.1211591,3.251,29.990,2.2868e+07,9.8332e+07
NGC6155,7.5,1.258,0.188,101,101,5.394,1.6271065,2.442,23.194,4.4431e+07,1.9105e+08
NGC6155,10.5,1.761,0.264,138,138,4.484,1.6851695,2.075,19.283,6.8925e+07,2.9638e+08
NGC6155,13.5,2.264,0.339,183,183,3.926,1.5301293,1.786,16.881,9.7361e+07,4.1865e+08
NGC6155,16.5,2.768,0.414,226,226,3.357,1.2769382,1.613,14.434,1.2739e+08,5.4777e+08
NGC6155,19.5,3.271,0.490,257,257,2.438,1.3848717,1.536,10.485,1.5219e+08,6.5443e+08
NGC6155,22.5,3.774,0.565,309,309,1.373,1.431295,1.431,5.906,1.6899e+08,7.2665e+08
NGC6155,25.5,4.277,0.640,332,332,0.591,1.3368397,1.419,2.539,1.7675e+08,7.6002e+08
NGC6155,28.5,4.780,0.716,383,332,0.175,0.9834769,1.364,0.753,1.7940e+08,7.7143e+08
NGC6155,31.5,5.284,0.791,423,263,0.021,0.67304045,1.347,0.089,1.7975e+08,7.7293e+08
NGC6155,34.5,5.787,0.866,466,228,0.078,0.6439463,1.335,0.337,1.8120e+08,7.7914e+08
NGC6155,37.5,6.290,0.942,496,164,0.054,0.5624237,1.356,0.231,1.8225e+08,7.8367e+08
NGC6155,40.5,6.793,1.017,550,93,0.053,0.3857764,1.354,0.227,1.8340e+08,7.8862e+08
NGC6155,43.5,7.296,1.092,575,50,nan,nan,1.400,nan,1.8340e+08,7.8862e+08
NGC6155,46.5,7.800,1.168,631,13,nan,nan,1.422,nan,1.8340e+08,7.8862e+08
NGC6168,1.5,0.262,0.030,5,5,1.758,0.19882877,3.747,7.561,1.1616e+06,4.9947e+06
NGC6168,4.5,0.787,0.091,19,19,1.634,0.29067206,1.925,7.028,5.2642e+06,2.2636e+07
NGC6168,7.5,1.312,0.152,35,35,1.370,0.28206733,1.426,5.891,1.1600e+07,4.9879e+07
NGC6168,10.5,1.837,0.212,46,46,1.194,0.30014673,1.252,5.135,1.8857e+07,8.1087e+07
NGC6168,13.5,2.362,0.273,55,55,1.088,0.30333284,1.155,4.680,2.6767e+07,1.1510e+08
NGC6168,16.5,2.887,0.334,77,77,0.962,0.41895047,0.986,4.135,3.6548e+07,1.5716e+08
NGC6168,19.5,3.412,0.394,89,89,0.969,0.5914699,0.934,4.169,4.7947e+07,2.0617e+08
NGC6168,22.5,3.937,0.455,92,83,0.821,0.71692467,0.931,3.530,5.7927e+07,2.4908e+08
NGC6168,25.5,4.462,0.516,110,89,0.706,0.72198594,0.870,3.037,6.8192e+07,2.9323e+08
NGC6168,28.5,4.987,0.576,130,96,0.560,0.7101571,0.819,2.409,7.7816e+07,3.3461e+08
NGC6168,31.5,5.512,0.637,138,98,0.450,0.61545056,0.820,1.936,8.6027e+07,3.6992e+08
NGC6168,34.5,6.037,0.698,151,104,0.240,0.42772484,0.807,1.032,9.0815e+07,3.9051e+08
NGC6168,37.5,6.562,0.758,158,106,0.040,0.33747885,0.812,0.170,9.1643e+07,3.9406e+08
NGC6168,40.5,7.087,0.819,180,94,-0.033,0.2944201,0.798,-0.142,9.0855e+07,3.9068e+08
NGC6168,43.5,7.612,0.880,194,87,-0.056,0.2206113,0.803,-0.240,8.9427e+07,3.8454e+08
NGC6168,46.5,8.137,0.940,202,83,-0.069,0.2109029,0.827,-0.295,8.7597e+07,3.7667e+08
NGC6168,49.5,8.662,1.001,208,73,-0.056,0.19776703,0.857,-0.243,8.6045e+07,3.6999e+08
NGC6168,52.5,9.187,1.062,233,63,-0.032,0.16577418,0.862,-0.139,8.5050e+07,3.6571e+08
NGC6168,55.5,9.711,1.122,245,49,0.004,0.11277172,0.892,0.017,8.5174e+07,3.6625e+08
NGC6168,58.5,10.236,1.183,251,31,0.008,0.10023528,0.937,0.036,8.5448e+07,3.6743e+08
NGC6168,61.5,10.761,1.244,266,28,0.014,0.10456389,0.947,0.061,8.5946e+07,3.6957e+08
NGC6168,64.5,11.286,1.304,292,20,nan,nan,0.936,nan,8.5946e+07,3.6957e+08
NGC6168,67.5,11.811,1.365,294,15,nan,nan,0.971,nan,8.5946e+07,3.6957e+08
NGC6168,70.5,12.336,1.426,299,12,nan,nan,0.976,nan,8.5946e+07,3.6957e+08
NGC6168,73.5,12.861,1.487,330,12,nan,nan,0.955,nan,8.5946e+07,3.6957e+08
NGC6168,76.5,13.386,1.547,335,13,nan,nan,1.003,nan,8.5946e+07,3.6957e+08
NGC6168,79.5,13.911,1.608,350,11,nan,nan,0.987,nan,8.5946e+07,3.6957e+08
NGC6168,82.5,14.436,1.669,357,11,nan,nan,0.996,nan,8.5946e+07,3.6957e+08
NGC6168,85.5,14.961,1.729,350,11,nan,nan,1.024,nan,8.5946e+07,3.6957e+08
NGC6168,88.5,15.486,1.790,328,10,nan,nan,1.007,nan,8.5946e+07,3.6957e+08
NGC6168,91.5,16.011,1.851,308,9,nan,nan,1.009,nan,8.5946e+07,3.6957e+08
NGC6168,94.5,16.536,1.911,284,9,nan,nan,1.066,nan,8.5946e+07,3.6957e+08
NGC6168,97.5,17.061,1.972,296,10,nan,nan,1.021,nan,8.5946e+07,3.6957e+08
NGC6168,100.5,17.586,2.033,289,7,nan,nan,1.052,nan,8.5946e+07,3.6957e+08
NGC6168,103.5,18.111,2.093,275,7,nan,nan,1.057,nan,8.5946e+07,3.6957e+08
NGC6168,106.5,18.635,2.154,273,6,nan,nan,1.074,nan,8.5946e+07,3.6957e+08
NGC6168,109.5,19.160,2.215,278,2,nan,nan,1.070,nan,8.5946e+07,3.6957e+08
NGC6186,1.5,0.308,0.032,9,9,33.642,2.6022213,5.083,144.659,3.9653e+07,1.7051e+08
NGC6186,4.5,0.924,0.096,26,26,25.517,6.882801,2.997,109.724,1.2654e+08,5.4413e+08
NGC6186,7.5,1.541,0.159,46,46,16.809,8.98187,2.262,72.279,2.2781e+08,9.7957e+08
NGC6186,10.5,2.157,0.223,69,69,10.212,8.042878,1.824,43.910,3.2008e+08,1.3764e+09
NGC6186,13.5,2.773,0.287,76,76,6.558,5.931222,1.656,28.201,3.8536e+08,1.6571e+09
NGC6186,16.5,3.390,0.350,104,104,4.520,4.16092,1.342,19.436,4.4692e+08,1.9218e+09
NGC6186,19.5,4.006,0.414,112,112,3.176,3.1462905,1.272,13.657,4.9351e+08,2.1221e+09
NGC6186,22.5,4.622,0.478,144,144,2.469,2.3564608,1.101,10.617,5.4008e+08,2.3223e+09
NGC6186,25.5,5.239,0.541,146,146,1.816,1.8180553,1.100,7.810,5.7481e+08,2.4717e+09
NGC6186,28.5,5.855,0.605,183,183,1.402,1.5433879,0.989,6.027,6.0840e+08,2.6161e+09
NGC6186,31.5,6.471,0.669,188,188,0.936,1.3765991,0.984,4.025,6.3145e+08,2.7152e+09
NGC6186,34.5,7.088,0.732,214,214,0.539,1.1042246,0.939,2.317,6.4655e+08,2.7802e+09
NGC6186,37.5,7.704,0.796,224,209,0.311,0.8343146,0.937,1.337,6.5567e+08,2.8194e+09
NGC6186,40.5,8.320,0.860,243,197,0.109,0.68548465,0.932,0.470,6.5915e+08,2.8343e+09
NGC6186,43.5,8.937,0.923,268,208,-0.016,0.6005302,0.918,-0.069,6.5858e+08,2.8319e+09
NGC6186,46.5,9.553,0.987,278,174,-0.050,0.4388418,0.944,-0.213,6.5677e+08,2.8241e+09
NGC6186,49.5,10.169,1.051,308,150,-0.061,0.29670444,0.948,-0.262,6.5431e+08,2.8136e+09
NGC6186,52.5,10.786,1.114,312,127,-0.038,0.23167266,1.005,-0.163,6.5276e+08,2.8069e+09
NGC6186,55.5,11.402,1.178,341,114,-0.039,0.20305805,1.028,-0.169,6.5101e+08,2.7993e+09
NGC6186,58.5,12.018,1.242,346,76,-0.048,0.19587818,1.084,-0.205,6.4885e+08,2.7901e+09
NGC6186,61.5,12.635,1.305,382,44,-0.033,0.16376911,1.076,-0.141,6.4721e+08,2.7830e+09
NGC6186,64.5,13.251,1.369,390,15,nan,nan,1.109,nan,6.4721e+08,2.7830e+09
NGC6186,67.5,13.867,1.433,413,3,nan,nan,1.103,nan,6.4721e+08,2.7830e+09
NGC6301,1.5,0.883,0.028,18,18,2.743,0.2576403,4.694,11.795,2.8270e+07,1.2156e+08
NGC6301,4.5,2.648,0.085,52,52,2.485,0.37622777,2.656,10.686,1.0226e+08,4.3973e+08
NGC6301,7.5,4.413,0.141,85,85,2.470,0.62165934,2.000,10.623,2.2250e+08,9.5674e+08
NGC6301,10.5,6.178,0.198,120,120,2.780,0.8512071,1.638,11.955,4.1352e+08,1.7782e+09
NGC6301,13.5,7.943,0.254,150,150,2.906,0.90229744,1.417,12.494,6.6308e+08,2.8512e+09
NGC6301,16.5,9.708,0.311,188,188,2.636,1.067001,1.223,11.335,9.4684e+08,4.0714e+09
NGC6301,19.5,11.473,0.367,224,224,2.257,1.0265118,1.093,9.704,1.2363e+09,5.3160e+09
NGC6301,22.5,13.238,0.424,258,258,1.830,0.86773175,1.013,7.870,1.5066e+09,6.4785e+09
NGC6301,25.5,15.003,0.480,292,292,1.297,0.7762933,0.956,5.577,1.7235e+09,7.4109e+09
NGC6301,28.5,16.768,0.537,321,321,0.793,0.738511,0.928,3.408,1.8691e+09,8.0373e+09
NGC6301,31.5,18.534,0.593,358,333,0.415,0.5858471,0.904,1.783,1.9541e+09,8.4027e+09
NGC6301,34.5,20.299,0.650,397,326,0.237,0.4770017,0.890,1.020,2.0080e+09,8.6345e+09
NGC6301,37.5,22.064,0.706,426,214,0.151,0.41340432,0.895,0.649,2.0449e+09,8.7929e+09
NGC6301,40.5,23.829,0.763,461,106,0.062,0.22688381,0.900,0.267,2.0612e+09,8.8632e+09
NGC6301,43.5,25.594,0.819,496,82,0.067,0.2575504,0.910,0.290,2.0803e+09,8.9455e+09
NGC6301,46.5,27.359,0.876,530,71,0.046,0.2661618,0.931,0.198,2.0943e+09,9.0054e+09
NGC6301,49.5,29.124,0.932,561,50,nan,nan,0.962,nan,2.0943e+09,9.0054e+09
NGC6301,52.5,30.889,0.989,600,7,nan,nan,0.992,nan,2.0943e+09,9.0054e+09
NGC6314,1.5,0.697,0.036,16,16,14.891,0.9776188,4.774,64.029,9.6306e+07,4.1412e+08
NGC6314,4.5,2.091,0.109,44,44,10.791,1.8559301,2.864,46.403,2.8824e+08,1.2394e+09
NGC6314,7.5,3.486,0.182,78,78,6.113,1.6413208,2.105,26.285,4.8097e+08,2.0682e+09
NGC6314,10.5,4.880,0.255,100,100,2.785,0.9084827,1.712,11.977,5.9356e+08,2.5523e+09
NGC6314,13.5,6.274,0.328,142,142,1.066,0.78043115,1.325,4.584,6.5475e+08,2.8154e+09
NGC6314,16.5,7.668,0.400,166,166,0.325,0.8966572,1.104,1.399,6.7658e+08,2.9093e+09
NGC6314,19.5,9.063,0.473,192,188,0.196,0.7224902,0.936,0.842,6.9177e+08,2.9746e+09
NGC6314,22.5,10.457,0.546,235,198,0.285,0.5501538,0.806,1.225,7.1885e+08,3.0910e+09
NGC6314,25.5,11.851,0.619,247,160,0.301,0.51813626,0.806,1.295,7.4892e+08,3.2204e+09
NGC6314,28.5,13.246,0.691,296,125,0.159,0.38465884,0.755,0.682,7.6791e+08,3.3020e+09
NGC6314,31.5,14.640,0.764,317,54,0.003,0.18970427,0.752,0.011,7.6825e+08,3.3035e+09
NGC6314,34.5,16.034,0.837,341,17,nan,nan,0.755,nan,7.6825e+08,3.3035e+09
NGC6314,37.5,17.428,0.910,385,1,nan,nan,0.735,nan,7.6825e+08,3.3035e+09
NGC6361,1.5,0.399,0.024,8,8,30.269,0.9020676,3.930,130.158,6.6175e+07,2.8455e+08
NGC6361,4.5,1.197,0.073,22,22,26.172,3.3041728,2.374,112.542,2.2353e+08,9.6116e+08
NGC6361,7.5,1.995,0.122,33,33,21.934,4.3422284,1.940,94.318,4.2133e+08,1.8117e+09
NGC6361,10.5,2.792,0.170,52,52,17.772,4.493448,1.517,76.418,6.7387e+08,2.8977e+09
NGC6361,13.5,3.590,0.219,71,71,14.582,4.027556,1.252,62.703,9.5681e+08,4.1143e+09
NGC6361,16.5,4.388,0.268,76,76,12.163,3.8364782,1.167,52.299,1.2094e+09,5.2005e+09
NGC6361,19.5,5.186,0.316,99,99,9.774,3.9173467,0.990,42.029,1.4738e+09,6.3375e+09
NGC6361,22.5,5.984,0.365,108,108,8.099,3.820291,0.929,34.827,1.7129e+09,7.3654e+09
NGC6361,25.5,6.782,0.413,127,127,6.449,3.9704268,0.836,27.731,1.9367e+09,8.3278e+09
NGC6361,28.5,7.580,0.462,136,136,5.225,3.8697739,0.786,22.465,2.1309e+09,9.1628e+09
NGC6361,31.5,8.377,0.511,154,154,3.812,3.4913113,0.725,16.390,2.2913e+09,9.8525e+09
NGC6361,34.5,9.175,0.559,164,164,2.844,2.9927847,0.695,12.230,2.4188e+09,1.0401e+10
NGC6361,37.5,9.973,0.608,186,186,1.840,2.4444,0.653,7.913,2.5123e+09,1.0803e+10
NGC6361,40.5,10.771,0.657,200,200,1.117,1.8377111,0.628,4.803,2.5733e+09,1.1065e+10
NGC6361,43.5,11.569,0.705,207,207,0.587,1.3302994,0.620,2.525,2.6066e+09,1.1208e+10
NGC6361,46.5,12.367,0.754,232,232,0.309,0.9849102,0.592,1.329,2.6262e+09,1.1292e+10
NGC6361,49.5,13.164,0.803,245,234,0.095,0.679626,0.586,0.408,2.6325e+09,1.1320e+10
NGC6361,52.5,13.962,0.851,258,228,-0.026,0.50161034,0.583,-0.113,2.6307e+09,1.1312e+10
NGC6361,55.5,14.760,0.900,266,226,-0.021,0.44480583,0.588,-0.091,2.6291e+09,1.1305e+10
NGC6361,58.5,15.558,0.948,285,196,0.002,0.43361855,0.586,0.007,2.6292e+09,1.1306e+10
NGC6361,61.5,16.356,0.997,293,151,0.003,0.3994288,0.604,0.011,2.6294e+09,1.1307e+10
NGC6361,64.5,17.154,1.046,316,135,-0.022,0.33547625,0.607,-0.095,2.6275e+09,1.1298e+10
NGC6361,67.5,17.952,1.094,331,134,-0.052,0.29525757,0.624,-0.225,2.6228e+09,1.1278e+10
NGC6361,70.5,18.749,1.143,344,110,-0.044,0.23523976,0.644,-0.190,2.6187e+09,1.1260e+10
NGC6361,73.5,19.547,1.192,362,93,-0.026,0.19903725,0.651,-0.111,2.6161e+09,1.1249e+10
NGC6361,76.5,20.345,1.240,380,77,-0.004,0.15797585,0.653,-0.019,2.6157e+09,1.1247e+10
NGC6361,79.5,21.143,1.289,385,57,-0.009,0.14643592,0.666,-0.041,2.6147e+09,1.1243e+10
NGC6361,82.5,21.941,1.338,397,39,nan,nan,0.676,nan,2.6147e+09,1.1243e+10
NGC6361,85.5,22.739,1.386,418,29,nan,nan,0.688,nan,2.6147e+09,1.1243e+10
NGC6361,88.5,23.537,1.435,433,19,nan,nan,0.693,nan,2.6147e+09,1.1243e+10
NGC6361,91.5,24.334,1.484,440,15,nan,nan,0.706,nan,2.6147e+09,1.1243e+10
NGC6361,94.5,25.132,1.532,465,17,nan,nan,0.696,nan,2.6147e+09,1.1243e+10
NGC6361,97.5,25.930,1.581,480,14,nan,nan,0.707,nan,2.6147e+09,1.1243e+10
NGC6361,100.5,26.728,1.629,480,14,nan,nan,0.727,nan,2.6147e+09,1.1243e+10
NGC6361,103.5,27.526,1.678,513,14,nan,nan,0.722,nan,2.6147e+09,1.1243e+10
NGC6361,106.5,28.324,1.727,504,12,nan,nan,0.721,nan,2.6147e+09,1.1243e+10
NGC6361,109.5,29.121,1.775,457,10,nan,nan,0.740,nan,2.6147e+09,1.1243e+10
NGC6361,112.5,29.919,1.824,423,9,nan,nan,0.754,nan,2.6147e+09,1.1243e+10
NGC6361,115.5,30.717,1.873,357,5,nan,nan,0.768,nan,2.6147e+09,1.1243e+10
NGC6361,118.5,31.515,1.921,342,4,nan,nan,0.778,nan,2.6147e+09,1.1243e+10
NGC6361,121.5,32.313,1.970,321,1,nan,nan,0.790,nan,2.6147e+09,1.1243e+10
NGC6394,1.5,0.904,0.044,13,13,7.063,0.3951848,5.418,30.372,6.6669e+07,2.8668e+08
NGC6394,4.5,2.711,0.131,45,45,5.481,1.1370624,2.844,23.569,2.4576e+08,1.0568e+09
NGC6394,7.5,4.519,0.218,68,68,4.064,1.4891087,2.323,17.477,4.4643e+08,1.9196e+09
NGC6394,10.5,6.326,0.305,100,100,3.445,1.6997019,1.879,14.815,6.9658e+08,2.9953e+09
NGC6394,13.5,8.134,0.392,129,129,2.768,1.8960203,1.569,11.904,9.5588e+08,4.1103e+09
NGC6394,16.5,9.942,0.479,155,155,1.855,2.0288746,1.337,7.977,1.1646e+09,5.0080e+09
NGC6394,19.5,11.749,0.566,185,160,0.999,1.6072111,1.176,4.295,1.2988e+09,5.5848e+09
NGC6394,22.5,13.557,0.653,212,157,0.538,1.1618855,1.086,2.313,1.3816e+09,5.9409e+09
NGC6394,25.5,15.364,0.740,239,152,0.306,0.6885211,1.013,1.315,1.4347e+09,6.1690e+09
NGC6394,28.5,17.172,0.827,273,149,0.236,0.4058472,0.950,1.014,1.4814e+09,6.3700e+09
NGC6394,31.5,18.979,0.915,292,146,0.171,0.32325634,0.939,0.735,1.5176e+09,6.5258e+09
NGC6394,34.5,20.787,1.002,324,135,0.138,0.37588415,0.918,0.592,1.5500e+09,6.6649e+09
NGC6394,37.5,22.595,1.089,356,105,0.131,0.4009479,0.907,0.562,1.5837e+09,6.8101e+09
NGC6394,40.5,24.402,1.176,380,81,0.124,0.37764093,0.912,0.533,1.6179e+09,6.9572e+09
